"Time (s)"	"Magnetic field x (µT)"	"Magnetic field y (µT)"	"Magnetic field z (µT)"
2.999675391E0	-3.095999908E1	-2.189999962E1	-2.100000000E1
3.007770199E0	-3.137999916E1	-2.207999992E1	-2.063999939E1
3.015898045E0	-3.143999863E1	-2.147999954E1	-2.063999939E1
3.024124353E0	-3.192000008E1	-2.135999870E1	-1.985999870E1
3.032234622E0	-3.227999878E1	-2.195999908E1	-1.919999886E1
3.040363276E0	-3.204000092E1	-2.147999954E1	-1.913999939E1
3.048478583E0	-3.192000008E1	-2.135999870E1	-1.842000008E1
3.056621737E0	-3.185999870E1	-2.129999924E1	-1.865999985E1
3.064846122E0	-3.215999985E1	-2.105999947E1	-1.860000038E1
3.072942391E0	-3.234000015E1	-2.142000008E1	-1.781999969E1
3.081086506E0	-3.270000076E1	-2.177999878E1	-1.763999939E1
3.089203775E0	-3.252000046E1	-2.118000031E1	-1.721999931E1
3.097331775E0	-3.239999771E1	-2.123999977E1	-1.685999870E1
3.105572429E0	-3.234000015E1	-2.118000031E1	-1.697999954E1
3.113669122E0	-3.221999741E1	-2.100000000E1	-1.697999954E1
3.121797468E0	-3.245999908E1	-2.153999901E1	-1.703999901E1
3.129902852E0	-3.270000076E1	-2.153999901E1	-1.679999924E1
3.138029121E0	-3.281999969E1	-2.189999962E1	-1.650000000E1
3.146252698E0	-3.318000031E1	-2.237999916E1	-1.596000004E1
3.154363044E0	-3.354000092E1	-2.237999916E1	-1.577999973E1
3.162490044E0	-3.347999954E1	-2.219999886E1	-1.553999996E1
3.170605467E0	-3.365999985E1	-2.213999939E1	-1.553999996E1
3.178745737E0	-3.354000092E1	-2.160000038E1	-1.565999985E1
3.186968352E0	-3.318000031E1	-2.129999924E1	-1.535999966E1
3.195063121E0	-3.288000107E1	-2.135999870E1	-1.535999966E1
3.203205352E0	-3.293999863E1	-2.081999969E1	-1.475999928E1
3.211320237E0	-3.336000061E1	-2.118000031E1	-1.446000004E1
3.219445621E0	-3.300000000E1	-2.123999977E1	-1.434000015E1
3.227683660E0	-3.329999924E1	-2.129999924E1	-1.415999985E1
3.235776544E0	-3.354000092E1	-2.195999908E1	-1.415999985E1
3.243903044E0	-3.318000031E1	-2.153999901E1	-1.373999977E1
3.252007467E0	-3.371999741E1	-2.153999901E1	-1.343999958E1
3.260133621E0	-3.336000061E1	-2.147999954E1	-1.367999935E1
