"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"
2.938524998E0	4.193765163E0	-4.320859909E-1	-9.382517338E-1
2.946743661E0	2.856915712E0	-5.055646896E-1	-1.125316620E0
2.954885545E0	1.987519741E0	-2.933063507E-1	-1.045091510E0
2.963027122E0	1.267021894E0	5.867958069E-3	-7.958955765E-1
2.979360314E0	-5.141739845E-1	2.499256134E-1	3.159518242E-1
2.987489699E0	-1.202404976E0	1.505794525E-1	8.235585690E-1
2.995618007E0	-1.817740798E0	-2.210140228E-2	1.090336919E0
3.003712353E0	-2.012915611E0	-1.438617706E-1	1.122862577E0
3.011839737E0	-1.367855549E0	-2.686691284E-2	1.015908122E0
3.019863267E0	-9.043192863E-2	-7.205867767E-2	6.444786787E-1
3.028176006E0	9.586856365E-1	-2.408552170E-1	1.228173971E-1
3.036304929E0	3.877360821E-1	-2.034711838E-1	-9.292232990E-2
3.044421353E0	-7.441689968E-1	6.447029114E-2	-1.745291948E-1
3.052563506E0	-1.183671474E0	4.100446701E-1	-2.122554779E-1
3.060753199E0	-6.138014793E-1	4.857025146E-1	-2.635512352E-1
3.068883429E0	-5.084705353E-2	2.285203934E-1	-4.074187875E-1
3.077028237E0	-1.245021820E-3	7.078742981E-2	-3.988759518E-1
3.085145160E0	1.345324516E-2	-3.043079376E-2	-4.318035245E-1
3.093273775E0	1.591086388E-2	-1.845073700E-1	-4.048574567E-1
3.101299806E0	-1.306121349E-1	-6.343059540E-1	-3.750038743E-1
3.109610737E0	1.891396046E-1	-7.060689926E-1	-3.134884834E-1
3.117739352E0	2.895090580E-1	-5.078344345E-1	-1.795543432E-1
3.125845006E0	7.069306374E-1	-3.763351440E-1	-1.067593098E-1
3.133971237E0	6.221139431E-1	-3.837060928E-1	2.172930241E-1
3.142160237E0	-1.518504620E-1	1.075553894E-2	5.212805271E-1
3.150305160E0	-3.138368130E-1	2.408847809E-1	7.091127634E-1
3.158432698E0	-4.283769131E-1	2.369918823E-1	7.117713690E-1
3.166547660E0	-9.015591145E-1	2.958707809E-1	4.464081526E-1
3.174688621E0	1.127810001E0	-1.410341263E-1	-3.266822100E-1
3.182758536E0	8.763258457E-1	-5.511198044E-1	-4.624758363E-1
