"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
3.849931160E-1	8.878979087E-1	1.377386928E0	3.584614992E-1
3.870796410E-1	8.889631629E-1	1.400290132E0	3.595267534E-1
3.884677690E-1	8.815063238E-1	1.404551148E0	3.589941263E-1
3.911360260E-1	8.719189763E-1	1.388039589E0	3.494067490E-1
3.931018460E-1	8.490157723E-1	1.351287961E0	3.328951299E-1
3.951821800E-1	8.218515515E-1	1.290567875E0	3.051982522E-1
3.966314620E-1	7.872304320E-1	1.206944585E0	2.641855776E-1
3.991741030E-1	7.435545921E-1	1.107342362E0	2.087918371E-1
4.011679100E-1	6.918892860E-1	9.880327582E-1	1.390170157E-1
4.031322310E-1	6.348975897E-1	8.591358066E-1	5.273059011E-2
4.045076150E-1	5.683186054E-1	7.211840153E-1	-4.900216311E-2
4.072264100E-1	4.958806038E-1	5.832322836E-1	-1.677791476E-1
4.091947310E-1	4.101268053E-1	4.729774296E-1	-3.057309091E-1
4.112552310E-1	3.094593287E-1	4.074636400E-1	-4.484763443E-1
4.126146150E-1	2.231729031E-1	3.392867148E-1	-5.992112756E-1
4.153144100E-1	1.523328125E-1	2.716424465E-1	-7.440872192E-1
4.173436790E-1	9.374327213E-2	2.119876295E-1	-8.868326545E-1
4.193701030E-1	4.900216311E-2	1.581917703E-1	-1.024251819E0
4.207186540E-1	1.384843793E-2	1.113201380E-1	-1.153148770E0
4.234264100E-1	-1.597896591E-2	7.030745596E-2	-1.274056315E0
4.253629230E-1	-3.568635881E-2	2.982740477E-2	-1.385909081E0
4.274570260E-1	-5.486112088E-2	-2.663161140E-3	-1.488707066E0
4.290195000E-1	-7.084008306E-2	-3.142530099E-2	-1.582450390E0
4.315140640E-1	-8.948221803E-2	-5.379585549E-2	-1.660214663E0
4.335430260E-1	-1.054611802E-1	-5.539375171E-2	-1.724130511E0
4.355449100E-1	-1.214401498E-1	-3.036003746E-2	-1.785915852E0
4.369896150E-1	-1.374191195E-1	1.065264456E-3	-1.831189632E0
4.395378330E-1	-1.427454352E-1	3.302319720E-2	-1.864212751E0
4.414525770E-1	-1.438107044E-1	5.805691332E-2	-1.890311718E0
4.435035770E-1	-1.427454352E-1	7.403588295E-2	-1.903095007E0
4.449986150E-1	-1.400822699E-1	9.108011425E-2	-1.911617041E0
4.475187310E-1	-1.411475390E-1	1.038632840E-1	-1.918541312E0
4.496343330E-1	-1.443433315E-1	1.001348570E-1	-1.915345550E0
4.516356020E-1	-1.533980817E-1	7.776430249E-2	-1.911617041E0
4.529374620E-1	-1.624528319E-1	3.089267015E-2	-1.903627634E0
4.556924100E-1	-1.896170676E-1	-9.321063757E-2	-1.892442346E0
4.577212180E-1	-2.103897333E-1	-2.066612989E-1	-1.883387566E0
4.597328330E-1	-2.300971150E-1	-3.371562064E-1	-1.865810752E0
4.610483850E-1	-2.519350350E-1	-4.761732221E-1	-1.848766446E0
4.637895640E-1	-2.764361203E-1	-6.135923266E-1	-1.825863242E0
4.657249230E-1	-2.993393242E-1	-6.902913451E-1	-1.792307496E0
4.678353330E-1	-3.126551211E-1	-6.498113275E-1	-1.748098969E0
4.695419230E-1	-3.142530024E-1	-5.273059011E-1	-1.697498918E0
4.718919100E-1	-3.201119602E-1	-4.452805519E-1	-1.643170476E0
4.739010390E-1	-3.350256681E-1	-4.617921412E-1	-1.583515644E0
4.759222180E-1	-3.568635881E-1	-5.438175201E-1	-1.521197677E0
4.773956540E-1	-3.797667921E-1	-6.290386319E-1	-1.452488065E0
4.799249870E-1	-4.037352204E-1	-6.860303283E-1	-1.378984809E0
4.819060390E-1	-4.277036786E-1	-7.137271762E-1	-1.299622655E0
4.837885000E-1	-4.474110603E-1	-7.259777188E-1	-1.212803602E0
4.852696540E-1	-4.692489803E-1	-7.510114312E-1	-1.114266634E0
4.879776790E-1	-4.937500656E-1	-8.016114831E-1	-1.012533903E0
4.900061790E-1	-5.171858668E-1	-8.761799932E-1	-9.081379771E-1
4.920141150E-1	-5.427522659E-1	-9.832391143E-1	-7.994809747E-1
4.933134230E-1	-5.640575290E-1	-1.121723413E0	-6.892260909E-1
4.960792950E-1	-5.880259871E-1	-1.284708977E0	-5.795038939E-1
4.981081020E-1	-6.087986231E-1	-1.465271235E0	-4.681837261E-1
5.001220250E-1	-6.311691999E-1	-1.653290391E0	-3.515372574E-1
5.015468460E-1	-6.407565475E-1	-1.846635938E0	-2.348908186E-1
