"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"
4.743815000E-1	1.625060916E0	-4.792624950E0	-9.864348769E-1
4.765315800E-1	1.621865153E0	-4.722849846E0	-1.024251819E0
4.778091150E-1	1.624528289E0	-4.666390896E0	-1.052481294E0
4.805895420E-1	1.635713577E0	-4.617921352E0	-1.070058107E0
4.824626150E-1	1.648496747E0	-4.569984436E0	-1.087102413E0
4.846208500E-1	1.663410425E0	-4.532167435E0	-1.101483464E0
4.858976540E-1	1.680987358E0	-4.493818283E0	-1.118527651E0
4.884542690E-1	1.703357816E0	-4.463990688E0	-1.136637211E0
4.907071190E-1	1.719869494E0	-4.433097839E0	-1.160073042E0
4.927094610E-1	1.744903207E0	-4.403270721E0	-1.186172009E0
4.942095000E-1	1.765675783E0	-4.368649483E0	-1.211205721E0
4.967752730E-1	1.783785343E0	-4.334560871E0	-1.234641552E0
4.987357310E-1	1.804558039E0	-4.306864262E0	-1.261805773E0
5.008204260E-1	1.823200107E0	-4.277569294E0	-1.282045722E0
5.020897690E-1	1.842907548E0	-4.259992599E0	-1.302818418E0
5.048775420E-1	1.856223345E0	-4.249872684E0	-1.315068960E0
5.069063490E-1	1.864745378E0	-4.250405312E0	-1.329450011E0
5.089082730E-1	1.874332786E0	-4.259992599E0	-1.339037418E0
5.105917310E-1	1.879659176E0	-4.278101921E0	-1.348624825E0
5.129013490E-1	1.879659176E0	-4.299407482E0	-1.357679605E0
5.148093840E-1	1.876995921E0	-4.323375702E0	-1.365669012E0
5.168975030E-1	1.867408633E0	-4.345213890E0	-1.374723792E0
5.182294610E-1	1.854092836E0	-4.365453720E0	-1.377919555E0
5.209540030E-1	1.833852768E0	-4.380367279E0	-1.390170097E0
5.229828880E-1	1.803492665E0	-4.389955044E0	-1.398159623E0
5.249986570E-1	1.767273784E0	-4.390487671E0	-1.410942793E0
5.263014610E-1	1.725728393E0	-4.380367279E0	-1.418399572E0
5.289438080E-1	1.680987358E0	-4.360660076E0	-1.433313370E0
5.310732310E-1	1.623995662E0	-4.332962990E0	-1.441835403E0
5.328510000E-1	1.531850338E0	-4.287689209E0	-1.456749201E0
5.343980000E-1	1.496163964E0	-4.273840904E0	-1.462075472E0
5.371433110E-1	1.388572216E0	-4.242415905E0	-1.467401743E0
5.391571920E-1	1.308677435E0	-4.229099751E0	-1.468466997E0
5.411740800E-1	1.231978297E0	-4.225371361E0	-1.464738607E0
5.424528840E-1	1.150485635E0	-4.223240852E0	-1.465803862E0
5.452310030E-1	1.065264463E0	-4.223240852E0	-1.454618573E0
5.472599260E-1	9.795106649E-1	-4.223240852E0	-1.445031285E0
5.492766190E-1	8.953547478E-1	-4.220045090E0	-1.430650115E0
5.506778460E-1	8.080030680E-1	-4.210990429E0	-1.414138556E0
5.532698110E-1	7.217166424E-1	-4.193413734E0	-1.398692250E0
5.551238840E-1	6.348975897E-1	-4.166781902E0	-1.375789046E0
5.572653880E-1	5.491438508E-1	-4.124703884E0	-1.354483724E0
5.585382690E-1	4.596616030E-1	-4.068777561E0	-1.329450011E0
5.613218880E-1	3.755057156E-1	-3.993143797E0	-1.305481553E0
5.633506190E-1	2.892192900E-1	-3.903128862E0	-1.272991061E0
5.653525800E-1	2.029328793E-1	-3.796069860E0	-1.239967823E0
5.666701150E-1	1.171790883E-1	-3.674097061E0	-1.208009839E0
5.692663840E-1	2.929477207E-2	-3.543069601E0	-1.172856212E0
5.714380800E-1	-5.699164793E-2	-3.408846378E0	-1.134506702E0
5.734641180E-1	-1.438107044E-1	-3.280481815E0	-1.097755075E0
5.747781540E-1	-2.316950262E-1	-3.152117491E0	-1.051948667E0
5.775210030E-1	-3.206445873E-1	-3.023220539E0	-1.005077004E0
5.795496950E-1	-4.085289240E-1	-2.893790960E0	-9.560748339E-1
5.815508880E-1	-4.990763962E-1	-2.772350788E0	-9.060074091E-1
5.828281540E-1	-5.890912414E-1	-2.647714853E0	-8.522115946E-1
5.856080410E-1	-6.791061163E-1	-2.532666206E0	-8.021441102E-1
5.876366950E-1	-7.707188129E-1	-2.420280933E0	-7.483482957E-1
5.896387340E-1	-8.612663150E-1	-2.328135490E0	-6.902913451E-1
5.910846540E-1	-9.560748339E-1	-2.261023760E0	-6.370281577E-1
5.936416570E-1	-1.048752904E0	-2.212021589E0	-5.800365210E-1
5.956354650E-1	-1.145691872E0	-2.182726860E0	-5.267732739E-1
5.976515030E-1	-1.240500450E0	-2.165149927E0	-4.729774296E-1
5.989418840E-1	-1.339570045E0	-2.152366877E0	-4.165183902E-1
6.017083110E-1	-1.437041759E0	-2.155562639E0	-3.643204570E-1
6.036780380E-1	-1.538241863E0	-2.174204826E0	-3.153182864E-1
6.057388110E-1	-1.637844086E0	-2.195510149E0	-2.759034932E-1
6.070700380E-1	-1.736913681E0	-2.224272251E0	-2.364887148E-1
