"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.541120717E2,7.577373087E-2,-1.205327958E-1,9.432755411E-2
1.541220307E2,1.406320930E-1,-2.311184406E-1,5.688723922E-2
1.541319897E2,2.035188377E-1,-3.542291522E-1,-9.254196659E-3
1.541419487E2,2.875551581E-1,-5.910059810E-1,-8.257954568E-2
1.541519077E2,3.811873198E-1,-9.419414401E-1,-1.520508379E-1
1.541618657E2,4.355179369E-1,-1.246480346E0,-2.749251127E-1
1.541718247E2,2.687568963E-1,-1.083223820E0,-5.027661920E-1
1.541817837E2,-3.861128092E-1,9.182545543E-2,-7.943844199E-1
1.541917427E2,-6.977828741E-1,7.315864563E-1,-6.313244700E-1
1.542017017E2,-5.026767254E-1,5.656248927E-1,-4.154795706E-1
1.542116607E2,-4.222003222E-1,6.149386168E-1,-2.648271322E-1
1.542216187E2,-3.021631241E-1,4.846227169E-1,-2.145985663E-1
1.542315777E2,-1.333329976E-1,1.965416372E-1,-1.196963638E-1
1.542415367E2,5.784307420E-2,-2.012515999E-2,-2.106805705E-2
1.542514957E2,2.379080057E-1,-2.269554287E-1,-4.649492726E-2
1.542614547E2,3.967922032E-1,-5.095061660E-1,-1.937528253E-1
1.542714137E2,5.931103826E-1,-8.788769245E-1,-3.980783224E-1
1.542813717E2,7.847410440E-1,-1.262301683E0,-6.891828775E-1
1.542913307E2,9.432386756E-1,-1.586509466E0,-1.140396476E0
1.543012897E2,8.416670561E-1,-1.394302011E0,-1.692010880E0
1.543112487E2,7.052362561E-1,-1.011898398E0,-2.212087154E0
1.543212077E2,5.787177086E-1,-8.294660449E-1,-2.679038048E0
1.543311657E2,4.258674979E-1,-1.248228788E0,-3.309769392E0
1.543411247E2,3.031066954E-1,-1.880749226E0,-3.786617756E0
1.543510837E2,1.822356582E-1,-2.169795752E0,-4.115707397E0
1.543610427E2,8.775682002E-2,-2.137549639E0,-4.457514286E0
1.543710017E2,7.247944921E-2,-1.764645219E0,-4.716636658E0
1.543809607E2,1.420707703E-1,-1.136421800E0,-4.794644356E0
1.543909187E2,9.370030463E-2,-8.695443869E-1,-4.649981976E0
1.544008777E2,-1.289498210E-1,-8.501735926E-1,-4.444698811E0
1.544108367E2,-3.329259157E-1,-9.304813743E-1,-4.397891998E0
1.544207957E2,-4.790527523E-1,-8.125855923E-1,-4.506740570E0
1.544307547E2,-5.510064363E-1,-5.002033114E-1,-4.539113045E0
1.544407137E2,-6.290706396E-1,-2.671650052E-1,-4.709323406E0
1.544506717E2,-7.655867934E-1,-1.374207586E-1,-4.995469570E0
1.544606307E2,-9.410957694E-1,2.920284122E-2,-5.263344765E0
1.544705897E2,-1.094795346E0,3.048378527E-1,-5.450269699E0
1.544805487E2,-1.187525511E0,3.802287579E-1,-5.606361866E0
1.544905077E2,-1.186473489E0,2.045018822E-1,-5.705107212E0
1.545004657E2,-1.030206561E0,3.409073949E-1,-5.062275410E0
1.545104247E2,-7.096467614E-1,1.182300299E-1,-5.311169147E0
1.545203837E2,-6.646212339E-1,-1.720862240E-1,-5.360594273E0
1.545303427E2,-9.878487587E-1,-4.235737920E-1,-3.968276262E0
1.545403017E2,-1.224853039E0,-9.710682631E-1,-2.968977451E0
1.545502607E2,-5.907007456E-1,4.543972909E-1,-1.980984330E0
1.545602187E2,-7.582513988E-2,1.012019038E0,-1.272729754E0
1.545701777E2,4.301028550E-1,1.468699932E0,-4.830548167E-1
1.545801367E2,8.824489713E-1,1.075255394E0,-2.041131705E-1
1.545900957E2,1.572673202E0,9.055179358E-1,-2.574037910E-1
1.546000547E2,2.371080875E0,1.208990455E0,-4.020874798E-1
1.546100127E2,2.642471790E0,7.091420889E-1,-3.832508624E-1
1.546199717E2,2.855257988E0,6.666004658E-2,-4.146676362E-1
1.546299307E2,3.096794605E0,-3.156422079E-1,-5.656615496E-1
1.546398897E2,3.071030378E0,-3.692311347E-1,-6.050158739E-1
1.546498487E2,2.923223019E0,-4.241822362E-1,-5.977076888E-1
1.546598077E2,2.754747391E0,-5.111439824E-1,-4.876658916E-1
1.546697657E2,2.664609194E0,-7.082613707E-1,-3.377378285E-1
1.546797247E2,2.692310095E0,-8.524696827E-1,-2.025975734E-1
1.546896837E2,2.722239971E0,-9.964848161E-1,-7.843552530E-2
1.546996427E2,2.776143312E0,-1.013489127E0,1.563105546E-2
1.547096017E2,2.869904518E0,-8.354266286E-1,7.008683681E-2
1.547195607E2,2.936101913E0,-5.062867999E-1,2.217599750E-1
1.547295187E2,2.879756451E0,-4.708726406E-1,1.905295253E-1
1.547394783E2,2.694870949E0,-1.026813030E0,8.657516539E-2
1.547494373E2,2.486506224E0,-1.320955038E0,-6.301124394E-2
1.547593963E2,2.356694937E0,-1.373395681E0,-2.051841021E-1
1.547693553E2,2.156759262E0,-1.399467945E0,-3.535824418E-1
1.547793133E2,1.837194204E0,-1.186048627E0,-3.145652711E-1
1.547892723E2,1.528704047E0,-9.081179500E-1,-2.812997401E-1
1.547992313E2,1.270044804E0,-3.742859960E-1,-1.479555219E-1
1.548091903E2,1.121809721E0,-1.240076348E-1,2.693878673E-2
1.548191493E2,1.059519172E0,-1.743416488E-1,2.041886598E-1
1.548291083E2,1.037131548E0,-2.930146158E-1,3.046682775E-1
1.548390663E2,1.019767523E0,-4.785706103E-1,3.283102214E-1
1.548490253E2,9.095942378E-1,-6.088233590E-1,3.129369020E-1
1.548589843E2,5.341266394E-1,-6.910260916E-1,3.157060742E-1
1.548689433E2,2.078554034E-1,-6.650583148E-1,2.450443506E-1
1.548789023E2,-1.151056066E-1,-5.717062354E-1,2.048180997E-1
1.548888603E2,-4.304561913E-1,-5.355108976E-1,1.484255195E-1
1.548988193E2,-6.909170747E-1,-5.059737563E-1,9.259233624E-2
1.549087783E2,-8.757961392E-1,-4.424884319E-1,8.222027868E-2
1.549187373E2,-1.002392173E0,-4.464690387E-1,1.009502932E-1
1.549286963E2,-1.082666755E0,-5.280902386E-1,1.332295686E-1
1.549386553E2,-1.106347084E0,-5.903775692E-1,1.585293263E-1
1.549486133E2,-1.066937447E0,-6.615853310E-1,1.650726348E-1
1.549585723E2,-1.021921277E0,-7.215133905E-1,1.816364378E-1
1.549685313E2,-9.906581640E-1,-7.993239760E-1,2.144579440E-1
1.549784903E2,-9.189280272E-1,-8.812843561E-1,2.039400488E-1
1.549884493E2,-7.893850207E-1,-9.549567699E-1,1.021688282E-1
1.549984083E2,-6.813032627E-1,-1.189922452E0,-6.435330957E-2
1.550083663E2,-6.268368959E-1,-1.393158793E0,-2.299382538E-1
1.550183253E2,-5.687749386E-1,-1.452284694E0,-4.387420714E-1
1.550282843E2,-4.926489294E-1,-1.326982617E0,-7.138018608E-1
1.550382433E2,-4.407671094E-1,-1.170336246E0,-9.826037884E-1
1.550482023E2,-4.164741337E-1,-1.019107103E0,-1.268813252E0
1.550581613E2,-3.866722882E-1,-9.286022782E-1,-1.554012060E0
1.550681193E2,-3.642027080E-1,-7.497067451E-1,-1.867104650E0
1.550780783E2,-3.510714471E-1,-6.182070374E-1,-2.166704655E0
1.550880373E2,-3.683672845E-1,-5.507659912E-1,-2.471375465E0
1.550979963E2,-4.033266008E-1,-5.048405528E-1,-2.764222383E0
1.551079553E2,-4.440296292E-1,-5.297199488E-1,-3.061077356E0
1.551179133E2,-5.362591743E-1,-5.583638549E-1,-3.327437401E0
1.551278723E2,-6.682815552E-1,-5.058546662E-1,-3.526087761E0
1.551378313E2,-8.187549114E-1,-3.883394897E-1,-3.665927410E0
1.551477903E2,-1.020013928E0,-2.255404890E-1,-3.722682714E0
1.551577493E2,-1.237935066E0,-1.531858593E-1,-3.725854158E0
1.551677083E2,-1.423816800E0,-1.574203819E-1,-3.694089174E0
1.551776663E2,-1.557505369E0,-8.635472506E-2,-3.599089384E0
1.551876253E2,-1.685252547E0,6.017203629E-2,-3.446375608E0
1.551975843E2,-1.780671477E0,9.832474589E-2,-3.233387709E0
1.552075433E2,-1.801231623E0,3.807293251E-2,-3.020367146E0
1.552175023E2,-1.806465983E0,9.954801202E-2,-2.764033318E0
1.552274613E2,-1.788390875E0,2.124869674E-1,-2.460288763E0
1.552374193E2,-1.768604636E0,3.791625202E-1,-2.141934633E0
1.552473783E2,-1.787017226E0,5.181169510E-1,-1.782559752E0
1.552573373E2,-1.874687910E0,6.388574839E-1,-1.393811226E0
1.552672963E2,-1.992331386E0,7.037841082E-1,-9.855268002E-1
1.552772553E2,-2.106090784E0,7.501567006E-1,-5.650805235E-1
1.552872133E2,-2.174102306E0,7.541512847E-1,-1.764301211E-1
1.552971723E2,-2.158793211E0,7.750765681E-1,1.618355364E-1
1.553071313E2,-2.064312696E0,7.688669562E-1,3.969009221E-1
1.553170903E2,-2.037927151E0,8.455396295E-1,5.959339142E-1
1.553270493E2,-2.034230471E0,9.665755033E-1,7.407189608E-1
1.553370083E2,-1.876411438E0,1.061707258E0,8.049474955E-1
1.553469663E2,-1.567445755E0,1.110958219E0,8.064628243E-1
1.553569253E2,-1.183942318E0,1.092922688E0,7.807157040E-1
1.553668843E2,-7.738580108E-1,1.060799360E0,7.496095896E-1
1.553768433E2,-3.644286990E-1,9.923646450E-1,6.911520958E-1
1.553868023E2,4.305634182E-3,9.217160344E-1,6.121373177E-1
1.553967613E2,3.170044422E-1,8.967033029E-1,5.342339873E-1
1.554067193E2,6.123279333E-1,9.104979634E-1,3.782584667E-1
1.554166783E2,8.460368514E-1,8.991590142E-1,2.683450282E-1
1.554266373E2,1.080202103E0,7.601457834E-1,6.007529050E-2
1.554365963E2,1.326476097E0,5.800465941E-1,-2.311373800E-1
1.554465553E2,1.494002342E0,4.132948518E-1,-3.977267444E-1
1.554565143E2,1.447008491E0,3.795390129E-1,-6.076418757E-1
1.554664723E2,1.090464711E0,7.535694242E-1,-6.443419456E-1
1.554764313E2,2.569711804E-1,1.283043623E0,-3.148431182E-1
1.554863903E2,-7.462028861E-1,1.675964952E0,2.869924307E-1
1.554963493E2,-1.553502321E0,1.385287523E0,8.461321592E-1
1.555063083E2,-1.937931895E0,2.733559310E-1,1.023581028E0
1.555162673E2,-1.915204167E0,-8.062610626E-1,9.248084426E-1
1.555262253E2,-1.440811992E0,-9.296170473E-1,7.290192842E-1
1.555361843E2,-6.837352514E-1,-3.730261922E-1,4.589942098E-1
1.555461433E2,-1.430821866E-1,-5.773759261E-2,3.129334152E-1
1.555561023E2,1.088842824E-1,-1.525751650E-1,3.481318951E-1
1.555660613E2,2.741472125E-1,-2.447752059E-1,5.434483290E-1
1.555760203E2,4.805081189E-1,-1.571484208E-1,7.605971694E-1
1.555859783E2,6.663486958E-1,-8.379789442E-2,9.257986546E-1
1.555959373E2,8.064131737E-1,-1.135254279E-1,1.003775716E0
1.556058963E2,9.328604937E-1,-1.258367151E-1,1.026697993E0
1.556158553E2,1.040693164E0,-9.281298518E-2,9.881136417E-1
1.556258143E2,1.117753029E0,-2.502357215E-2,9.353582859E-1
1.556357723E2,1.169199228E0,6.772447377E-2,9.131829143E-1
1.556457313E2,1.185090542E0,2.081899047E-1,9.696871638E-1
1.556556903E2,1.139557123E0,2.768057287E-1,1.089057803E0
1.556656493E2,1.060769916E0,1.449105144E-1,1.255049109E0
1.556756083E2,1.008811355E0,-1.710650325E-1,1.376005411E0
1.556855673E2,9.836665988E-1,-3.788852096E-1,1.350896120E0
1.556955253E2,9.761391878E-1,-4.386817217E-1,1.243122697E0
1.557054843E2,9.764397144E-1,-3.461219072E-1,1.108695984E0
1.557154433E2,9.971639514E-1,-2.856138349E-1,9.463907480E-1
1.557254023E2,1.003415346E0,-1.446610540E-1,8.084559441E-1
1.557353604E2,1.044023871E0,1.863206029E-1,6.593415737E-1
1.557453194E2,1.154780746E0,5.428436399E-1,5.524095297E-1
1.557552774E2,7.102169991E-1,2.150790215E0,1.021151900E0
1.557652364E2,3.755457401E-1,4.174695969E0,1.374728322E0
1.557751954E2,2.805007100E-1,5.602191925E0,1.787781358E0
1.557851544E2,1.295639127E-1,6.876832485E0,2.109967709E0
1.557951134E2,1.010779977E0,5.889418602E0,1.986427903E0
1.558050724E2,1.611159205E0,5.859415054E0,1.898562312E0
1.558150304E2,1.626575708E0,7.153965473E0,1.902614832E0
1.558249894E2,1.374620438E0,8.587195396E0,1.937294245E0
1.558349484E2,9.642680287E-1,9.782904625E0,1.881850958E0
1.558449074E2,2.762582898E-1,9.863036156E0,1.469714284E0
1.558548664E2,4.638497829E-1,4.796865940E0,6.214414239E-1
1.558648254E2,1.086838767E-1,-1.296795964E0,-3.403956592E-1
1.558747834E2,-5.075343251E-1,-2.216554880E0,-6.527099013E-1
1.558847424E2,-6.431303620E-1,-1.288075089E0,-6.191165447E-1
1.558947014E2,-4.835670590E-1,-2.698908448E-1,-7.057526112E-1
1.559046604E2,-2.215847373E-1,1.472701132E-1,-8.603442311E-1
1.559146194E2,1.028929353E-1,2.796683609E-1,-8.502018452E-1
1.559245784E2,3.268143237E-1,2.248043865E-1,-5.229089856E-1
1.559345364E2,3.604543209E-1,2.027744651E-1,2.544576228E-1
1.559444954E2,3.123461008E-1,3.938321769E-1,5.776754618E-1
1.559544544E2,2.132735699E-1,8.291178942E-1,3.637186885E-1
1.559644134E2,8.628986031E-2,1.116330624E0,1.686562300E-1
1.559743724E2,-2.959999070E-2,1.031611443E0,4.872396961E-2
1.559843314E2,-1.299126744E-1,6.672275662E-1,-8.591723442E-2
1.559942894E2,-1.872095168E-1,2.217020094E-1,-2.465654910E-1
1.560042484E2,-1.274298131E-1,-2.206266671E-1,-3.406374156E-1
1.560142074E2,-3.340078145E-2,-5.774103403E-1,-3.095662892E-1
1.560241664E2,-2.463366836E-2,-7.417237163E-1,-2.949689329E-1
1.560341254E2,-1.054464877E-1,-7.857382894E-1,-3.076527715E-1
1.560440844E2,-3.078449070E-1,-7.883415818E-1,-3.025164306E-1
1.560540424E2,-6.695029736E-1,-4.516040385E-1,-3.407405317E-1
1.560640014E2,-1.216725707E0,3.129334748E-1,-2.662761211E-1
1.560739604E2,-1.782773376E0,1.070146680E0,-3.038378656E-1
1.560839194E2,-2.191876650E0,1.764054179E0,-6.442040205E-1
1.560938784E2,-2.555865049E0,2.553577900E0,-1.036848187E0
1.561038374E2,-2.728163958E0,2.976439238E0,-1.291170835E0
1.561137964E2,-1.321788430E0,1.788386106E0,-1.214641929E0
1.561237544E2,-2.689391971E-1,1.871987820E0,-6.322485805E-1
1.561337134E2,-8.426812291E-2,2.000918627E0,-3.158738315E-1
1.561436724E2,-2.319683582E-1,1.797354102E0,-2.332038283E-1
1.561536314E2,-3.919723928E-1,1.516742587E0,-2.241629213E-1
1.561635904E2,-4.313886762E-1,1.411839128E0,-2.285401970E-1
1.561735494E2,-3.274931610E-1,1.409070492E0,-2.335290909E-1
1.561835074E2,-2.342704535E-1,1.508198261E0,-2.110768706E-1
1.561934664E2,-2.701048851E-1,1.650734901E0,-1.911209971E-1
1.562034254E2,-3.916481137E-1,1.765383005E0,-2.330099791E-1
1.562133844E2,-5.002204180E-1,1.922688723E0,-3.219004273E-1
1.562233434E2,-5.586053133E-1,2.090222120E0,-4.131676257E-1
1.562333024E2,-5.846717954E-1,2.211767435E0,-5.187183022E-1
1.562432614E2,-6.117488146E-1,2.233938932E0,-6.712042689E-1
1.562532204E2,-6.882773638E-1,2.183711767E0,-8.685844541E-1
1.562631784E2,-8.232626915E-1,2.024903059E0,-1.084032178E0
1.562731374E2,-9.919180274E-1,1.859481692E0,-1.264632225E0
1.562830964E2,-8.862756491E-1,2.215048313E0,-1.302236915E0
1.562930554E2,-6.988098621E-1,2.512797117E0,-1.180968285E0
1.563030144E2,-4.260503054E-1,2.805898190E0,-8.683357835E-1
1.563129734E2,1.544197351E-1,2.818321466E0,-2.221242487E-1
1.563229324E2,5.971952677E-1,2.565884352E0,3.644595146E-1
1.563328904E2,5.794314742E-1,2.554948807E0,6.168156266E-1
1.563428494E2,2.936659753E-1,2.462995529E0,7.232272029E-1
1.563528084E2,9.279813617E-3,2.397252083E0,7.343472242E-1
1.563627674E2,-1.158255264E-1,2.388643742E0,6.934894919E-1
1.563727264E2,-1.255085170E-1,2.461900949E0,6.651026011E-1
1.563826854E2,-7.146169990E-2,2.595017195E0,6.261592507E-1
1.563926444E2,-2.172876708E-2,2.675198078E0,5.734358430E-1
1.564026034E2,2.042627893E-2,2.627001047E0,5.315952897E-1
1.564125614E2,-1.070314646E-2,2.531937599E0,4.880307913E-1
1.564225204E2,-5.178686976E-2,2.426182032E0,3.897222579E-1
1.564324794E2,-2.609508485E-2,2.426076651E0,2.889027297E-1
1.564424384E2,4.143770039E-2,2.444627523E0,2.379898429E-1
1.564523974E2,4.670037329E-2,2.484404087E0,2.073065042E-1
1.564623564E2,-4.490635544E-2,2.629168749E0,1.641337872E-1
1.564723154E2,-2.100995779E-1,2.773551702E0,7.119292021E-2
1.564822744E2,-1.952171475E-1,2.811657429E0,4.270993918E-2
1.564922334E2,-1.545504183E-1,2.736923695E0,8.146159351E-2
1.565021914E2,-1.881533116E-1,2.476518154E0,1.523958445E-1
1.565121504E2,-2.112149447E-1,2.242790699E0,1.989449710E-1
1.565221094E2,-2.026639134E-1,2.116982460E0,2.173804343E-1
1.565320684E2,-2.295807451E-1,2.096124172E0,2.065501660E-1
1.565420274E2,-2.709229290E-1,2.078591824E0,2.120469958E-1
1.565519864E2,-3.017932177E-1,2.007486105E0,1.946024895E-1
1.565619454E2,-3.212255538E-1,1.866259217E0,1.888120323E-1
1.565719044E2,-3.376998901E-1,1.706858397E0,2.208786309E-1
1.565818634E2,-3.581346273E-1,1.600972295E0,2.614386380E-1
1.565918214E2,-3.745900393E-1,1.581245780E0,2.650658786E-1
1.566017804E2,-4.285537899E-1,1.562657475E0,2.307761312E-1
1.566117394E2,-5.292700529E-1,1.509573221E0,2.009798884E-1
1.566216984E2,-6.328354478E-1,1.456934571E0,2.032434046E-1
1.566316574E2,-7.112919092E-1,1.424035192E0,2.074043155E-1
1.566416164E2,-7.407914400E-1,1.426570415E0,2.087790817E-1
1.566515754E2,-7.282397151E-1,1.419362068E0,2.001610994E-1
1.566615344E2,-7.042586207E-1,1.381894469E0,1.855774522E-1
1.566714934E2,-7.039606571E-1,1.329894066E0,1.582744569E-1
1.566814524E2,-7.181397080E-1,1.281795740E0,1.577468067E-1
1.566914104E2,-7.425444126E-1,1.201449275E0,1.751729399E-1
1.567013694E2,-7.704476118E-1,1.140537739E0,1.917070299E-1
1.567113284E2,-7.852351069E-1,1.168579221E0,1.916103512E-1
1.567212874E2,-7.801288962E-1,1.226500630E0,2.034621835E-1
1.567312464E2,-7.694725394E-1,1.299676538E0,2.196355611E-1
1.567412054E2,-7.441703677E-1,1.363182306E0,2.064160854E-1
1.567511644E2,-7.074485421E-1,1.424054146E0,1.778286397E-1
1.567611234E2,-6.749846935E-1,1.454308867E0,1.473997235E-1
1.567710824E2,-6.405156851E-1,1.459204555E0,1.165456772E-1
1.567810414E2,-5.967292190E-1,1.422801018E0,7.959066331E-2
1.567910004E2,-5.409908891E-1,1.383029938E0,3.449269757E-2
1.568009584E2,-4.788419604E-1,1.315087199E0,-3.008894855E-3
1.568109174E2,-4.265902340E-1,1.215905547E0,-1.515930053E-2
1.568208764E2,-3.812902570E-1,1.082285285E0,-1.730849594E-2
1.568308354E2,-3.228157759E-1,9.558391571E-1,-1.169348601E-2
1.568407944E2,-2.832839787E-1,8.284191489E-1,-2.979996148E-3
1.568507534E2,-2.428486794E-1,7.047169209E-1,-1.367498469E-2
1.568607124E2,-1.749013811E-1,5.734304190E-1,-4.014213756E-2
1.568706714E2,-9.486859292E-2,4.171283841E-1,-5.932435393E-2
1.568806304E2,-3.094531782E-2,2.807784081E-1,-6.079785526E-2
1.568905894E2,-9.293630719E-4,1.690793335E-1,-6.155152991E-2
1.569005484E2,1.773350313E-2,1.050296724E-1,-5.390429497E-2
1.569105074E2,2.077802829E-2,4.443903267E-2,-4.405619204E-2
1.569204664E2,3.692208230E-2,1.183547638E-2,-3.511418775E-2
1.569304254E2,7.136368006E-2,-3.133703023E-2,-2.634386346E-2
1.569403834E2,1.095968112E-1,-9.266619384E-2,-1.954581961E-2
1.569503424E2,1.475332677E-1,-1.456010342E-1,-1.554788277E-2
1.569603014E2,1.689386666E-1,-1.839274913E-1,-9.465783834E-3
1.569702604E2,1.763385236E-1,-2.170873135E-1,-7.581065409E-3
1.569802194E2,1.800590008E-1,-2.510022521E-1,-5.310542881E-3
1.569901784E2,1.907601207E-1,-2.917299867E-1,-1.020436827E-2
1.570001374E2,2.056662440E-1,-3.176221251E-1,-2.818274312E-2
1.570100964E2,2.329990715E-1,-3.348423839E-1,-4.389805719E-2
1.570200554E2,2.651358247E-1,-3.904655874E-1,-5.947199464E-2
1.570300144E2,2.833792865E-1,-4.904936552E-1,-7.320377976E-2
1.570399734E2,2.806674540E-1,-6.085860133E-1,-7.942801714E-2
1.570499324E2,2.802019119E-1,-7.639473677E-1,-1.022608951E-1
1.570598914E2,2.639551163E-1,-9.389338493E-1,-1.261241883E-1
1.570698504E2,2.449055463E-1,-1.095030069E0,-1.461258531E-1
1.570798094E2,2.344846278E-1,-1.163334370E0,-1.492134482E-1
1.570897684E2,2.537720203E-1,-1.147091269E0,-1.414314359E-1
1.570997274E2,2.742938101E-1,-1.112489820E0,-1.200579032E-1
1.571096854E2,2.800334692E-1,-1.076635957E0,-9.184090793E-2
1.571196444E2,2.781130970E-1,-1.067068696E0,-8.385999501E-2
1.571296034E2,2.675184906E-1,-1.070602536E0,-9.410091490E-2
1.571395624E2,2.447449267E-1,-1.090900421E0,-1.145356670E-1
1.571495214E2,2.207525074E-1,-1.115739465E0,-1.422676891E-1
1.571594804E2,1.963359118E-1,-1.136945605E0,-1.623834968E-1
1.571694394E2,1.728055626E-1,-1.158794641E0,-1.696896106E-1
1.571793984E2,1.552109271E-1,-1.185182571E0,-1.762793511E-1
1.571893574E2,1.464861482E-1,-1.205318213E0,-1.734649241E-1
1.571993164E2,1.332573593E-1,-1.232223034E0,-1.526934355E-1
1.572092754E2,1.212545037E-1,-1.294965029E0,-1.307330132E-1
1.572192344E2,1.083601117E-1,-1.370605469E0,-1.191005632E-1
1.572291934E2,9.844304621E-2,-1.445527434E0,-1.187197268E-1
1.572391524E2,8.645159751E-2,-1.514451385E0,-1.120514497E-1
1.572491114E2,7.853135467E-2,-1.571535110E0,-1.259912252E-1
1.572590704E2,7.764183730E-2,-1.647113442E0,-1.499589533E-1
1.572690294E2,9.219867736E-2,-1.707049966E0,-1.719334871E-1
1.572789884E2,9.071174264E-2,-1.756623864E0,-1.956035942E-1
1.572889474E2,1.057319716E-1,-1.766136646E0,-2.157591879E-1
1.572989064E2,1.220733076E-1,-1.767656446E0,-2.370584756E-1
1.573088654E2,1.703047603E-1,-1.789318681E0,-2.581432462E-1
1.573188244E2,2.092292905E-1,-1.830588698E0,-2.493617088E-1
1.573287834E2,2.264575362E-1,-1.835006118E0,-2.262505293E-1
1.573387424E2,2.437184304E-1,-1.822330713E0,-2.156866342E-1
1.573487014E2,2.481012046E-1,-1.816256642E0,-2.000269890E-1
1.573586604E2,2.409982532E-1,-1.802989721E0,-1.930031776E-1
1.573686194E2,2.435370386E-1,-1.803500772E0,-2.032065541E-1
1.573785774E2,2.415812463E-1,-1.804776788E0,-1.963671893E-1
1.573885364E2,2.519542575E-1,-1.786679506E0,-1.761490107E-1
1.573984954E2,2.767589390E-1,-1.768496394E0,-1.477390826E-1
1.574084544E2,2.951800227E-1,-1.765927792E0,-1.164658517E-1
1.574184134E2,3.087760508E-1,-1.815629244E0,-9.538730234E-2
1.574283724E2,2.916721702E-1,-1.792464495E0,-9.466984868E-2
1.574383314E2,2.665362954E-1,-1.785793066E0,-9.484160691E-2
1.574482904E2,2.520891726E-1,-1.787642121E0,-1.240897775E-1
1.574582494E2,2.455990016E-1,-1.806323767E0,-1.510594189E-1
1.574682084E2,2.482480407E-1,-1.818987608E0,-1.763935387E-1
1.574781674E2,2.502907515E-1,-1.775575042E0,-1.783490181E-1
1.574881264E2,2.497408241E-1,-1.765944839E0,-1.975035369E-1
1.574980854E2,2.186708450E-1,-1.727210522E0,-2.079270035E-1
1.575080444E2,1.896980405E-1,-1.663272023E0,-2.181804329E-1
1.575180034E2,2.036772668E-1,-1.593668818E0,-2.136806101E-1
1.575279624E2,2.553886473E-1,-1.577685833E0,-2.255713642E-1
1.575379214E2,2.740162909E-1,-1.487509608E0,-2.226093709E-1
1.575478804E2,2.998017967E-1,-1.430745602E0,-2.256965041E-1
1.575578394E2,2.976690531E-1,-1.375881553E0,-2.204004228E-1
1.575677984E2,2.772213221E-1,-1.356102705E0,-2.107850760E-1
1.575777574E2,2.412332892E-1,-1.391024947E0,-1.868334711E-1
1.575877164E2,1.722587496E-1,-1.372465134E0,-1.690496802E-1
1.575976754E2,1.264291704E-1,-1.405740261E0,-1.508941799E-1
1.576076344E2,9.770910442E-2,-1.428799510E0,-1.447995305E-1
1.576175934E2,1.008351669E-1,-1.457150698E0,-1.343167871E-1
1.576275524E2,9.206777811E-2,-1.406372428E0,-1.409627050E-1
1.576375114E2,9.744207561E-2,-1.386792064E0,-1.606777608E-1
1.576474704E2,1.101227179E-1,-1.388727307E0,-1.761738956E-1
1.576574294E2,1.027552933E-1,-1.433141589E0,-2.013270557E-1
1.576673884E2,9.177987278E-2,-1.481694221E0,-2.373513728E-1
1.576773474E2,7.760337740E-2,-1.508389831E0,-2.547260225E-1
1.576873064E2,6.452778727E-2,-1.532648802E0,-2.479637265E-1
1.576972654E2,6.742659211E-2,-1.555168748E0,-2.130710632E-1
1.577072244E2,1.630801894E-2,-1.539255261E0,-1.640678346E-1
1.577171834E2,-3.488086164E-2,-1.435869813E0,-1.344002783E-1
1.577271424E2,-2.588070929E-2,-1.353288293E0,-1.092635021E-1
1.577371020E2,4.616480786E-3,-1.347054720E0,-6.259053946E-2
