"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.140326511E2,1.656174302E0,-1.889195919E0,-4.610889852E-1
3.140426101E2,1.845253944E0,-1.882514119E0,-4.638227224E-1
3.140525691E2,2.024569035E0,-1.793813586E0,-5.472730398E-1
3.140625281E2,2.212270737E0,-1.625062108E0,-6.864948869E-1
3.140724871E2,2.391825914E0,-1.331354260E0,-8.520280123E-1
3.140824461E2,2.547379255E0,-9.047564864E-1,-1.058539152E0
3.140924051E2,2.642303944E0,-4.748994708E-1,-1.299442291E0
3.141023641E2,2.772698879E0,-1.957706362E-1,-1.571647167E0
3.141123231E2,2.996156454E0,2.338633128E-2,-1.816755533E0
3.141222821E2,3.260005951E0,2.077292800E-1,-2.050555468E0
3.141322411E2,3.399921179E0,4.626030922E-1,-2.310255766E0
3.141422001E2,3.462304592E0,7.022564411E-1,-2.428850889E0
3.141521591E2,3.600201130E0,5.301351547E-1,-2.433799267E0
3.141621181E2,3.822174072E0,1.975895464E-2,-2.442313433E0
3.141720771E2,4.005777836E0,-3.571925461E-1,-2.387838125E0
3.141820361E2,3.972028494E0,-1.622875184E-1,-2.156513691E0
3.141919951E2,3.540403128E0,4.229235947E-1,-1.764393210E0
3.142019541E2,2.894814014E0,8.459936976E-1,-1.328227639E0
3.142119131E2,2.337394476E0,9.911112189E-1,-9.509720802E-1
3.142218721E2,1.871449828E0,9.575386047E-1,-6.966564655E-1
3.142318321E2,1.552074432E0,8.333024979E-1,-4.878279865E-1
3.142417901E2,1.429556966E0,6.966314316E-1,-3.379354179E-1
3.142517501E2,1.374314904E0,2.919147015E-1,-2.613062263E-1
3.142617091E2,1.364635944E0,-9.089046717E-2,-2.367928922E-1
3.142716681E2,1.212869287E0,-3.112883866E-1,-2.564827502E-1
3.142816271E2,5.823667049E-1,-1.471148878E-1,-2.316218615E-1
3.142915861E2,-9.026452303E-1,6.837766767E-1,-2.810689807E-1
3.143015451E2,-1.980621457E0,9.525852203E-1,-4.126586914E-1
3.143115041E2,-2.047926188E0,3.940436840E-1,-4.581511617E-1
3.143214631E2,-1.659410715E0,-1.858156770E-1,-4.378522635E-1
3.143314221E2,-1.388170600E0,-1.724334210E-1,-4.289049506E-1
3.143413811E2,-1.388608456E0,9.505980462E-2,-4.481633306E-1
3.143513401E2,-1.477895141E0,5.153369904E-1,-4.814376235E-1
3.143612991E2,-1.568511963E0,8.986718655E-1,-5.088170171E-1
3.143712581E2,-1.627453208E0,1.030867338E0,-5.606430769E-1
3.143812171E2,-1.575319529E0,9.071956277E-1,-5.613392591E-1
3.143911761E2,-1.408601880E0,5.440954566E-1,-4.773628712E-1
3.144011351E2,-1.199660540E0,-2.940269932E-2,-3.170699477E-1
3.144110941E2,-1.061378956E0,-6.087561846E-1,-1.197066531E-1
3.144210531E2,-9.983483553E-1,-9.347047210E-1,6.769439578E-2
3.144310121E2,-9.702554345E-1,-8.709660172E-1,2.098593265E-1
3.144409711E2,-9.354162216E-1,-5.553188920E-1,3.389105201E-1
3.144509301E2,-8.677730560E-1,-1.908203810E-1,4.950821102E-1
3.144608891E2,-7.750966549E-1,3.881573677E-2,6.404556036E-1
3.144708481E2,-7.112944722E-1,1.314713955E-1,7.016357183E-1
3.144808071E2,-7.527197003E-1,2.193397433E-1,6.774734259E-1
3.144907661E2,-9.647443295E-1,3.521721959E-1,6.061193347E-1
3.145007251E2,-1.329341650E0,4.929298460E-1,5.226281881E-1
3.145106841E2,-1.895545840E0,6.607695818E-1,4.698244631E-1
3.145206431E2,-2.704856634E0,7.259514928E-1,4.490006864E-1
3.145306021E2,-3.681190729E0,6.697956324E-1,4.291505218E-1
3.145405611E2,-4.233500957E0,7.769433856E-1,3.327275813E-1
3.145505201E2,-3.700566292E0,8.289684653E-1,3.844434023E-1
3.145604791E2,-2.695463181E0,7.188296914E-1,5.230835676E-1
3.145704381E2,-2.120067596E0,2.175665855E0,2.745422423E-1
3.145803971E2,-2.555712223E0,2.868015051E0,-3.401235640E-1
3.145903561E2,-3.044526815E0,1.136670589E0,-7.590326071E-1
3.146003151E2,-3.017139435E0,7.068504095E-1,-6.201857924E-1
3.146102741E2,-2.933427811E0,1.001158953E0,-4.428639635E-2
3.146202331E2,-3.063731909E0,-1.466085911E-1,7.309967875E-1
3.146301921E2,-4.376699448E0,-2.073775291E0,1.211772442E0
3.146401511E2,-3.955878735E0,-2.369299173E0,1.585654378E0
3.146501101E2,-2.099295139E0,-3.257436037E0,1.588449478E0
3.146600691E2,-2.969797611E0,-1.542359948E0,1.188348174E0
3.146700281E2,-4.094534874E0,3.011793196E-1,9.264532924E-1
3.146799871E2,-3.553837299E0,-9.194904566E-2,1.241814733E0
3.146899461E2,-2.626534224E0,-1.399691939E0,1.166084886E0
3.146999051E2,-2.279007435E0,-1.668636799E0,1.104927778E0
3.147098641E2,-2.120967388E0,-1.121526480E0,1.170180678E0
3.147198231E2,-1.773423553E0,-7.602548599E-1,1.014771938E0
3.147297821E2,-1.514869094E0,-4.530833364E-1,7.917745113E-1
3.147397411E2,-1.532559872E0,-2.795735374E-2,5.994311571E-1
3.147497001E2,-1.534226060E0,1.439090669E-1,4.078420699E-1
3.147596591E2,-1.338999629E0,2.797928751E-1,3.452996016E-1
3.147696181E2,-1.181802630E0,6.621067524E-1,3.811545968E-1
3.147795771E2,-1.099415898E0,9.859572649E-1,4.361976087E-1
3.147895361E2,-1.078985572E0,1.204353690E0,4.479250014E-1
3.147994951E2,-1.074234843E0,1.181107402E0,3.762726486E-1
3.148094541E2,-9.931272268E-1,1.061555147E0,2.789415419E-1
3.148194131E2,-9.046743512E-1,9.248457551E-1,2.208753079E-1
3.148293721E2,-7.529007196E-1,5.754947662E-1,1.571803987E-1
3.148393311E2,-5.329329371E-1,2.005387098E-1,8.160495758E-2
3.148492901E2,-3.647151887E-1,-1.352668703E-1,3.297225013E-2
3.148592491E2,-2.297427356E-1,-3.615314364E-1,6.172063295E-3
3.148692081E2,-1.025118753E-1,-4.327017963E-1,-1.069851872E-2
3.148791671E2,5.214906856E-2,-4.617243707E-1,-3.174627945E-2
3.148891261E2,2.010582983E-1,-3.698910177E-1,-7.984415442E-2
3.148990850E2,3.412326872E-1,-2.217843682E-1,-1.455717683E-1
3.149090440E2,4.460263848E-1,-1.244264692E-1,-1.881239116E-1
3.149190030E2,5.278371572E-1,-5.088567734E-2,-2.009030879E-1
3.149289620E2,5.978968740E-1,2.869563922E-2,-2.459268868E-1
3.149389210E2,6.826314330E-1,6.091030315E-2,-3.156881332E-1
3.149488800E2,7.880349159E-1,1.015630737E-1,-3.971748352E-1
3.149588390E2,8.987845778E-1,1.538038999E-1,-4.726365507E-1
3.149687990E2,9.982951880E-1,1.439923197E-1,-5.450178385E-1
3.149787580E2,1.114590049E0,1.329548359E-1,-6.277627945E-1
3.149887170E2,1.222907901E0,1.288225353E-1,-7.018195391E-1
3.149986760E2,1.334923148E0,1.356111914E-1,-7.586694956E-1
3.150086350E2,1.436185241E0,1.078041866E-1,-8.086637259E-1
3.150185940E2,1.553462267E0,5.986888334E-2,-8.448590040E-1
3.150285530E2,1.684115767E0,3.597573563E-2,-8.585889935E-1
3.150385120E2,1.807710171E0,2.085297555E-2,-8.452579975E-1
3.150484710E2,1.913147688E0,-2.573247999E-3,-8.190480471E-1
3.150584300E2,2.018342972E0,-2.040071413E-2,-7.905229330E-1
3.150683890E2,2.122983456E0,-3.172343969E-2,-7.635506392E-1
3.150783480E2,2.220013142E0,-3.137616441E-2,-7.485429049E-1
3.150883070E2,2.315367460E0,-1.554505806E-2,-7.338978052E-1
3.150982660E2,2.407159805E0,-9.983845055E-3,-7.193515897E-1
3.151082250E2,2.480555296E0,1.938657463E-2,-6.978430748E-1
3.151181840E2,2.543562651E0,5.125289410E-2,-6.737707257E-1
3.151281430E2,2.592691183E0,1.045254245E-1,-6.552853584E-1
3.151381020E2,2.609813213E0,1.698002964E-1,-6.418203712E-1
3.151480610E2,2.598834991E0,2.414945513E-1,-6.399199367E-1
3.151580200E2,2.569453239E0,3.046428859E-1,-6.310169697E-1
3.151679790E2,2.520462751E0,3.474890888E-1,-6.140027642E-1
3.151779380E2,2.453421354E0,4.060445428E-1,-5.921655893E-1
3.151878970E2,2.375580788E0,4.869092405E-1,-5.589756966E-1
3.151978560E2,2.297948599E0,5.551269054E-1,-5.212637782E-1
3.152078150E2,2.228162050E0,5.917285681E-1,-4.790040553E-1
3.152177740E2,2.161707163E0,5.864064693E-1,-4.403179288E-1
3.152277330E2,2.080330372E0,5.632339120E-1,-3.989699781E-1
3.152376920E2,1.966606736E0,5.553075671E-1,-3.505300283E-1
3.152476510E2,1.798261881E0,5.398948789E-1,-3.114995956E-1
3.152576100E2,1.598468423E0,4.708084762E-1,-3.000722528E-1
3.152675690E2,1.365527630E0,3.707134128E-1,-3.012221456E-1
3.152775280E2,1.070939660E0,2.764122188E-1,-2.782819569E-1
3.152874870E2,7.176099420E-1,2.524091005E-1,-2.239345312E-1
3.152974460E2,3.254418969E-1,3.223828375E-1,-1.318288296E-1
3.153074050E2,-8.485136181E-2,4.098243713E-1,-3.575151414E-2
3.153173640E2,-5.166091323E-1,4.447501302E-1,5.445614457E-2
3.153273230E2,-9.564054608E-1,4.149242938E-1,1.233447269E-1
3.153372820E2,-1.357351542E0,3.322704434E-1,1.746428162E-1
3.153472410E2,-1.678346634E0,2.592267096E-1,2.122369111E-1
3.153572000E2,-1.939060807E0,1.872585118E-1,2.564805448E-1
3.153671590E2,-2.152772665E0,2.702870779E-2,2.947998941E-1
3.153771180E2,-2.247136593E0,-1.355620772E-1,3.052898049E-1
3.153870770E2,-2.258361340E0,-2.527884841E-1,2.716862857E-1
3.153970360E2,-2.299488544E0,-2.496398240E-1,1.830102354E-1
3.154069950E2,-2.392098188E0,-6.217455119E-2,5.680115148E-2
3.154169540E2,-2.478481531E0,2.537935376E-1,-6.429144740E-2
3.154269130E2,-2.565341711E0,5.463166833E-1,-1.140293777E-1
3.154368720E2,-2.481767654E0,2.725054026E-1,-4.794036970E-2
3.154468310E2,-2.168649435E0,-3.683848977E-1,1.123884618E-1
3.154567900E2,-1.807098866E0,-7.362579703E-1,2.490445673E-1
3.154667490E2,-1.602264524E0,-6.135515571E-1,2.861075699E-1
3.154767080E2,-1.571079969E0,-2.278259844E-1,2.007601708E-1
3.154866670E2,-1.613867640E0,3.781531006E-2,1.044214144E-1
3.154966260E2,-1.691979289E0,1.420825869E-1,8.478539437E-2
3.155065850E2,-1.643769026E0,1.777346730E-1,1.047779024E-1
3.155165440E2,-1.482377648E0,2.462508976E-1,1.055092067E-1
3.155265030E2,-1.318725348E0,4.423588514E-1,6.285741925E-2
3.155364620E2,-1.276313782E0,6.277185678E-1,2.328950353E-2
3.155464210E2,-1.327456713E0,6.428269148E-1,1.347843371E-2
3.155563800E2,-1.355333328E0,7.097399235E-1,-5.820107833E-2
3.155663390E2,-1.355195880E0,9.188938141E-1,-1.379211992E-1
3.155762980E2,-1.358494282E0,1.023191929E0,-2.031156421E-1
3.155862570E2,-1.422352791E0,1.001176834E0,-2.278071195E-1
3.155962160E2,-1.508175850E0,8.719405532E-1,-2.318058610E-1
3.156061750E2,-1.481765985E0,8.389173746E-1,-2.194566578E-1
3.156161340E2,-1.368005276E0,8.096337914E-1,-2.432437390E-1
3.156260930E2,-1.219688654E0,6.277503371E-1,-2.525962293E-1
3.156360530E2,-1.118228316E0,4.411913753E-1,-2.285675704E-1
3.156460120E2,-1.080271125E0,3.073781729E-1,-2.124582082E-1
3.156559710E2,-1.033836246E0,2.871748805E-1,-2.348484695E-1
3.156659300E2,-1.001478910E0,4.186626077E-1,-2.890370488E-1
3.156758890E2,-1.037029505E0,4.717854857E-1,-3.241867721E-1
3.156858480E2,-1.104827166E0,5.834226012E-1,-3.341841400E-1
3.156958070E2,-1.124198794E0,7.356648445E-1,-3.936730325E-1
3.157057660E2,-1.135033965E0,7.683522701E-1,-4.667099118E-1
3.157157250E2,-1.148444295E0,8.338412642E-1,-5.159476995E-1
3.157256840E2,-1.087329268E0,9.138471484E-1,-5.507220030E-1
3.157356430E2,-9.713571668E-1,8.196389079E-1,-5.410968065E-1
3.157456020E2,-8.193809986E-1,6.153722405E-1,-4.268124998E-1
3.157555610E2,-6.145245433E-1,3.506777585E-1,-2.431212515E-1
3.157655200E2,-4.477717578E-1,2.594403028E-1,-3.256639093E-2
3.157754790E2,-3.097856641E-1,2.244517058E-1,7.301569730E-2
3.157854380E2,-1.520920992E-1,1.726496965E-1,1.775044948E-1
3.157953970E2,1.026983783E-1,3.721947670E-1,3.096580207E-1
3.158053560E2,3.367398083E-1,5.859978795E-1,4.217229486E-1
3.158153150E2,5.625966787E-1,8.339363337E-1,4.396058023E-1
3.158252740E2,7.364966273E-1,1.003735185E0,4.142860472E-1
3.158352330E2,8.744121194E-1,1.091204882E0,3.920539618E-1
3.158451920E2,1.071968079E0,1.180341125E0,4.329604805E-1
3.158551510E2,1.259589911E0,1.157240033E0,4.798009694E-1
3.158651100E2,1.448621035E0,1.022325397E0,4.999041855E-1
3.158750690E2,1.627300262E0,9.405232668E-1,5.168285370E-1
3.158850280E2,1.809198499E0,8.957457542E-1,4.945968091E-1
3.158949870E2,2.051597595E0,9.941008091E-1,4.565751255E-1
3.159049456E2,2.340535879E0,1.090208292E0,4.096114635E-1
3.159149046E2,2.621001959E0,1.193190932E0,3.277820945E-1
3.159248636E2,2.897763968E0,1.336564779E0,2.148679495E-1
3.159348226E2,3.128523827E0,1.497468233E0,6.702388823E-2
3.159447816E2,3.318936110E0,1.674204588E0,-1.075556949E-1
3.159547406E2,3.451858521E0,1.890833497E0,-3.192074895E-1
3.159646996E2,3.578590870E0,2.084822178E0,-5.495052934E-1
3.159746586E2,3.729130030E0,2.188474894E0,-7.629510164E-1
3.159846176E2,3.885516882E0,2.182172298E0,-9.388762116E-1
3.159945766E2,4.035990238E0,2.059590816E0,-1.082626104E0
3.160045356E2,4.182915688E0,1.792933583E0,-1.219778180E0
3.160144946E2,4.327926636E0,1.358333349E0,-1.337714672E0
3.160244536E2,4.425354958E0,9.954975247E-1,-1.383556962E0
3.160344126E2,4.396672726E0,7.914524674E-1,-1.321182251E0
3.160443716E2,4.362485886E0,6.707146764E-1,-1.158204198E0
3.160543306E2,4.374380112E0,5.153445601E-1,-8.911741376E-1
3.160642896E2,4.348713875E0,3.017647266E-1,-5.430510640E-1
3.160742486E2,4.247922421E0,1.332255155E-1,-1.550564617E-1
3.160842076E2,4.123007298E0,5.990480259E-2,3.030642569E-1
3.160941666E2,4.001081467E0,-4.807919264E-2,8.052645326E-1
3.161041256E2,3.861445189E0,-1.731177270E-1,1.417728066E0
3.161140846E2,3.614283085E0,-4.037773013E-1,2.030587196E0
3.161240436E2,3.363779306E0,-5.945622325E-1,2.461441278E0
3.161340026E2,3.265441656E0,-6.940464973E-1,2.636896849E0
3.161439616E2,3.428289652E0,-6.279450059E-1,2.531564951E0
3.161539206E2,3.737547636E0,-4.665528834E-1,2.202795506E0
3.161638796E2,4.023549557E0,-4.231679142E-1,1.852462173E0
3.161738386E2,4.354293346E0,-4.238547385E-1,1.618814707E0
3.161837976E2,4.676104546E0,-5.192400217E-1,1.539082408E0
3.161937566E2,4.965955257E0,-7.877295613E-1,1.587373257E0
3.162037156E2,5.169030666E0,-1.089474678E0,1.652381778E0
3.162136746E2,5.226806641E0,-1.264539123E0,1.608728647E0
3.162236336E2,5.286334515E0,-1.301845670E0,1.430530548E0
3.162335926E2,5.472137451E0,-1.228032589E0,1.186118722E0
3.162435516E2,5.714383602E0,-9.585493207E-1,9.835333228E-1
3.162535106E2,5.939652443E0,-5.715965629E-1,8.105543256E-1
3.162634696E2,6.075666428E0,-2.022958547E-1,6.082879305E-1
3.162734286E2,6.157725811E0,3.130730614E-2,3.411129415E-1
3.162833876E2,5.985358715E0,-1.321238726E-1,-1.988771255E-4
3.162933466E2,5.088091373E0,-5.557150841E-1,-3.371729255E-1
3.163033066E2,2.784374237E0,-7.604237199E-1,-5.696004033E-1
3.163132656E2,-1.558275074E-1,-2.572415471E-1,-9.703041315E-1
3.163232246E2,-1.620883107E0,5.242049098E-1,-1.872004867E0
3.163331836E2,-1.708617687E0,1.288797855E0,-2.768149137E0
3.163431426E2,-1.329271436E0,2.074609041E0,-3.271414757E0
3.163531016E2,-1.084027648E0,2.820223331E0,-3.300210953E0
3.163630606E2,-4.772537351E-1,3.146168232E0,-2.494214773E0
3.163730196E2,-3.694034219E-1,2.228393078E0,-1.100956678E0
3.163829786E2,-4.800513685E-1,2.887681723E-1,2.138717473E-1
3.163929376E2,4.667446762E-2,-1.910864592E0,7.273302674E-1
3.164028966E2,8.086056113E-1,-3.788875580E0,9.155098200E-1
3.164128556E2,1.335988402E0,-4.930012703E0,8.409897685E-1
3.164228146E2,1.281752467E0,-5.526830196E0,4.063053429E-1
3.164327736E2,5.377150774E-1,-5.895843506E0,-8.931665868E-2
3.164427326E2,-4.128446877E-1,-5.992802143E0,-5.079609156E-1
3.164526916E2,-7.296820283E-1,-6.151620388E0,-9.132042527E-1
3.164626506E2,-5.686182976E-1,-6.853822708E0,-1.556998968E0
3.164726096E2,-5.822709799E-1,-7.283504963E0,-2.074584246E0
3.164825686E2,-8.908791542E-1,-5.700045109E0,-2.111500263E0
3.164925276E2,-1.210018039E0,-2.911444426E0,-1.850845695E0
3.165024866E2,-1.349292517E0,-7.188646197E-1,-1.644870281E0
3.165124456E2,-1.077190161E0,5.294418335E-1,-1.413283110E0
3.165224046E2,-2.938352227E-1,1.161182404E0,-1.182819128E0
3.165323636E2,5.303694606E-1,7.715315819E-1,-8.978001475E-1
3.165423226E2,1.150056124E0,-3.020314872E-1,-4.936091602E-1
3.165522816E2,1.329177976E0,-1.758025885E0,-4.581671953E-2
3.165622406E2,1.079384565E0,-3.356674910E0,2.824474871E-1
3.165721996E2,5.640624762E-1,-4.913816452E0,3.593087196E-1
3.165821586E2,5.626025423E-2,-6.004247665E0,1.878431886E-1
3.165921176E2,-1.354271472E-1,-5.947460175E0,-1.729927659E-1
3.166020766E2,7.559500635E-2,-4.500187874E0,-5.277860761E-1
3.166120356E2,3.169325292E-1,-2.407623529E0,-6.300229430E-1
3.166219946E2,3.536157906E-1,-5.679878592E-1,-6.802730560E-1
3.166319536E2,1.417749077E-1,4.504776597E-1,-8.919693232E-1
3.166419126E2,-1.511997879E-1,9.105814695E-1,-1.124447584E0
3.166518716E2,-3.574549556E-1,1.180374861E0,-1.293069363E0
3.166618306E2,-3.429135084E-1,1.371906281E0,-1.353052616E0
3.166717896E2,5.568322726E-3,1.372884750E0,-1.295533299E0
3.166817486E2,6.887794137E-1,1.022933602E0,-1.166035771E0
3.166917076E2,1.237135410E0,6.869020462E-1,-9.379869103E-1
3.167016666E2,1.317690372E0,6.128849387E-1,-6.167246103E-1
3.167116256E2,1.161825180E0,5.740206242E-1,-3.798475862E-1
3.167215846E2,9.931206107E-1,4.841880798E-1,-3.561130166E-1
3.167315436E2,8.913457990E-1,4.173986614E-1,-4.795542657E-1
3.167415026E2,8.371203542E-1,4.177231789E-1,-6.095964909E-1
3.167514616E2,8.171626329E-1,5.430371761E-1,-6.920753717E-1
3.167614206E2,8.072211742E-1,7.937723398E-1,-7.520282865E-1
3.167713796E2,7.515243292E-1,1.102455020E0,-7.932407260E-1
3.167813386E2,6.316926479E-1,1.339241028E0,-8.298415542E-1
3.167912976E2,5.028446317E-1,1.457403064E0,-8.176509142E-1
3.168012566E2,4.041578174E-1,1.419254065E0,-7.702661157E-1
3.168112156E2,3.472878635E-1,1.289537072E0,-7.212346792E-1
3.168211746E2,3.105590641E-1,1.170430779E0,-6.731016040E-1
3.168311336E2,2.897326052E-1,1.090786576E0,-6.208642125E-1
3.168410926E2,2.773068249E-1,9.704623222E-1,-5.642835498E-1
3.168510516E2,2.629214823E-1,7.511206269E-1,-5.084261298E-1
3.168610106E2,2.494035661E-1,4.990007579E-1,-4.759065211E-1
3.168709696E2,2.403600067E-1,2.870730460E-1,-4.727149904E-1
3.168809286E2,2.341309488E-1,1.216020957E-1,-4.791009724E-1
3.168908876E2,2.347275019E-1,-1.159058698E-2,-4.838991761E-1
3.169008463E2,2.385084033E-1,-1.335123777E-1,-4.893371165E-1
3.169108063E2,2.408285439E-1,-2.386739552E-1,-4.851186872E-1
3.169207653E2,2.475870848E-1,-3.031833768E-1,-4.700063169E-1
3.169307243E2,2.564897537E-1,-3.238657713E-1,-4.565933049E-1
3.169406833E2,2.679496109E-1,-3.129465282E-1,-4.512400925E-1
3.169506423E2,2.879039645E-1,-2.903326452E-1,-4.507646859E-1
3.169606013E2,3.209624887E-1,-2.726221681E-1,-4.565831423E-1
3.169705603E2,3.595676720E-1,-2.678702772E-1,-4.571591914E-1
3.169805193E2,3.883201480E-1,-2.846283317E-1,-4.496129751E-1
3.169904783E2,4.053036869E-1,-3.169274330E-1,-4.284304678E-1
3.170004373E2,3.997470438E-1,-3.646227717E-1,-3.979971111E-1
3.170103963E2,3.702062070E-1,-4.075404108E-1,-3.636900187E-1
3.170203553E2,3.329584599E-1,-4.335834384E-1,-3.383370638E-1
3.170303143E2,3.102784455E-1,-4.418607950E-1,-3.205892444E-1
3.170402733E2,3.027129769E-1,-4.439834058E-1,-3.093943000E-1
3.170502323E2,2.991483212E-1,-4.353992343E-1,-3.100736737E-1
3.170601913E2,2.868816555E-1,-4.195006490E-1,-3.192568123E-1
3.170701503E2,2.551535666E-1,-3.857237697E-1,-3.266577423E-1
3.170801093E2,2.011159062E-1,-3.282826245E-1,-3.457381427E-1
3.170900683E2,1.487384439E-1,-2.629427612E-1,-3.628270924E-1
3.171000273E2,1.130595654E-1,-2.164994478E-1,-3.715336919E-1
3.171099863E2,1.011565626E-1,-1.819401383E-1,-3.677336276E-1
3.171199453E2,1.197688431E-1,-1.546780616E-1,-3.555461168E-1
3.171299043E2,1.532495767E-1,-1.113201976E-1,-3.353936970E-1
3.171398633E2,1.808175743E-1,-3.477336466E-2,-3.027721047E-1
3.171498223E2,1.819720566E-1,6.091694534E-2,-2.757729888E-1
3.171597813E2,1.599935591E-1,1.593336910E-1,-2.512284219E-1
3.171697403E2,1.356442720E-1,2.375520617E-1,-2.192696929E-1
3.171796993E2,1.365718544E-1,2.828997970E-1,-1.902233213E-1
3.171896583E2,1.690749377E-1,2.909066081E-1,-1.724871993E-1
3.171996173E2,2.147191167E-1,2.627894878E-1,-1.679819375E-1
3.172095763E2,2.377128601E-1,2.167452872E-1,-1.645475179E-1
3.172195353E2,2.194478512E-1,1.903819740E-1,-1.702482998E-1
3.172294943E2,1.731384099E-1,1.847714931E-1,-1.857007593E-1
3.172394533E2,1.204139143E-1,1.851308048E-1,-1.969563812E-1
3.172494123E2,7.919004560E-2,1.719502956E-1,-2.042135000E-1
3.172593713E2,5.306900665E-2,1.476610601E-1,-2.055382580E-1
3.172693303E2,3.781575337E-2,1.396654397E-1,-1.988563985E-1
3.172792893E2,2.172113955E-2,1.664635241E-1,-1.835209876E-1
3.172892483E2,1.147169992E-2,2.046673745E-1,-1.586380005E-1
3.172992073E2,4.101930186E-3,2.309631258E-1,-1.208857670E-1
3.173091663E2,-3.822837956E-3,2.351043522E-1,-7.996709645E-2
3.173191253E2,-3.029738553E-3,2.155909240E-1,-4.101005197E-2
3.173290843E2,5.203157663E-3,1.944757849E-1,-7.296829019E-3
3.173390433E2,2.676008828E-2,1.623357087E-1,3.846164420E-2
3.173490023E2,4.136379808E-2,1.382141262E-1,7.762742043E-2
3.173589613E2,2.508934401E-2,1.504299492E-1,1.020463631E-1
3.173689203E2,-2.224381641E-2,2.000475675E-1,1.126207113E-1
3.173788793E2,-7.586187124E-2,2.319190055E-1,1.256740689E-1
3.173888383E2,-1.031371728E-1,1.953133196E-1,1.431095153E-1
3.173987973E2,-1.034357026E-1,1.463860422E-1,1.537505835E-1
3.174087563E2,-9.052602947E-2,1.110064834E-1,1.499092430E-1
3.174187153E2,-8.433610946E-2,1.044301987E-1,1.320934743E-1
3.174286743E2,-8.875828981E-2,1.316658109E-1,1.039731428E-1
3.174386333E2,-9.880371392E-2,1.658442318E-1,8.015944809E-2
3.174485923E2,-1.117602587E-1,1.831012517E-1,6.617039442E-2
3.174585513E2,-1.198583767E-1,1.886973679E-1,6.804755330E-2
3.174685103E2,-1.149520352E-1,1.883101463E-1,8.332744241E-2
3.174784693E2,-1.050591692E-1,1.840340942E-1,1.026530340E-1
3.174884283E2,-1.048778072E-1,1.561007202E-1,1.158766970E-1
3.174983873E2,-1.234980598E-1,1.202763990E-1,1.215795577E-1
3.175083463E2,-1.589391381E-1,1.136856079E-1,1.239979789E-1
3.175183063E2,-1.962353736E-1,1.175145209E-1,1.339963377E-1
3.175282653E2,-2.205167413E-1,1.254581958E-1,1.579778343E-1
3.175382243E2,-2.147058100E-1,1.316969842E-1,1.826779544E-1
3.175481833E2,-1.801803261E-1,1.220368892E-1,2.015722841E-1
3.175581423E2,-1.495853961E-1,1.237253398E-1,2.157072872E-1
3.175681013E2,-1.384893358E-1,1.441720277E-1,2.141277641E-1
3.175780603E2,-1.400083750E-1,1.891691089E-1,1.993281245E-1
3.175880193E2,-1.535984725E-1,2.537963092E-1,1.847001761E-1
3.175979783E2,-1.776766479E-1,3.042506874E-1,1.802159548E-1
3.176079373E2,-1.959906816E-1,3.176408112E-1,1.931349486E-1
3.176178963E2,-2.104681730E-1,2.941897511E-1,2.146954983E-1
3.176278553E2,-2.109065205E-1,2.703706920E-1,2.371864319E-1
3.176378143E2,-1.961443424E-1,2.606755495E-1,2.509470284E-1
3.176477733E2,-1.761874110E-1,2.760750055E-1,2.473336607E-1
3.176577323E2,-1.642396897E-1,3.137646616E-1,2.277290374E-1
3.176676913E2,-1.652498245E-1,3.655396998E-1,2.042860389E-1
3.176776503E2,-1.654053032E-1,4.065879583E-1,1.803037971E-1
3.176876093E2,-1.631650627E-1,4.298924804E-1,1.633261442E-1
3.176975683E2,-1.534482390E-1,4.421702623E-1,1.580030769E-1
3.177075273E2,-1.418701410E-1,4.600430131E-1,1.633232832E-1
3.177174863E2,-1.278763115E-1,5.002837777E-1,1.711812168E-1
3.177274453E2,-1.140486524E-1,5.345147252E-1,1.753794253E-1
3.177374043E2,-1.147133484E-1,5.404732823E-1,1.768668443E-1
3.177473633E2,-1.266645491E-1,5.223070383E-1,1.839314103E-1
3.177573223E2,-1.476761252E-1,4.780311882E-1,1.939917803E-1
3.177672813E2,-1.667744517E-1,4.265623987E-1,2.038939446E-1
3.177772403E2,-1.885013729E-1,3.845535815E-1,2.213809192E-1
3.177871993E2,-2.064737082E-1,3.460336030E-1,2.389426082E-1
3.177971583E2,-2.241865546E-1,2.996639609E-1,2.489819527E-1
3.178071173E2,-2.414608896E-1,2.518170774E-1,2.553221583E-1
3.178170763E2,-2.604144216E-1,2.242844850E-1,2.649204433E-1
3.178270353E2,-2.686244249E-1,1.968291551E-1,2.710201442E-1
3.178369943E2,-2.810420990E-1,1.521309018E-1,2.769860327E-1
3.178469533E2,-2.873442173E-1,1.042504683E-1,2.880280316E-1
3.178569123E2,-2.961697578E-1,8.572121710E-2,2.995619178E-1
3.178668713E2,-2.951662838E-1,9.270189703E-2,2.990274131E-1
3.178768303E2,-2.879647911E-1,1.170220673E-1,3.010297120E-1
3.178867893E2,-2.768436968E-1,1.592675149E-1,3.002640307E-1
3.178967483E2,-2.721568048E-1,2.009974271E-1,3.050688505E-1
3.179067075E2,-2.708268166E-1,2.279637903E-1,3.217096329E-1
3.179166665E2,-2.816779017E-1,2.308302671E-1,3.546513915E-1
3.179266255E2,-3.049512506E-1,1.972986758E-1,4.069135189E-1
3.179365845E2,-3.363027275E-1,1.458011568E-1,4.659159780E-1
