"Time (s)"	"Magnetic field x (µT)"	"Magnetic field y (µT)"	"Magnetic field z (µT)"
3.077470063E0	7.619999886E0	-2.795999908E1	-3.534000015E1
3.085607255E0	7.679999828E0	-2.759999847E1	-3.557999802E1
3.093711832E0	8.399999619E0	-2.729999924E1	-3.570000076E1
3.101893563E0	8.340000153E0	-2.765999985E1	-3.552000046E1
3.110026409E0	8.519999504E0	-2.747999954E1	-3.563999939E1
3.118114101E0	8.460000038E0	-2.742000008E1	-3.539999771E1
3.126234332E0	8.399999619E0	-2.735999870E1	-3.588000107E1
3.134358063E0	8.279999733E0	-2.729999924E1	-3.636000061E1
3.142473794E0	7.799999714E0	-2.723999977E1	-3.677999878E1
3.150596140E0	7.619999886E0	-2.729999924E1	-3.689999771E1
3.158699524E0	7.440000057E0	-2.705999947E1	-3.665999985E1
3.166820793E0	6.779999733E0	-2.693999863E1	-3.671999741E1
3.174938409E0	6.179999828E0	-2.700000000E1	-3.713999939E1
3.183129140E0	6.119999886E0	-2.639999962E1	-3.755999756E1
3.191249716E0	5.940000057E0	-2.621999931E1	-3.786000061E1
3.199339024E0	6.059999943E0	-2.597999954E1	-3.797999954E1
3.207476101E0	6.239999771E0	-2.603999901E1	-3.755999756E1
