"Time (s)"	"Magnetic field x (µT)"	"Magnetic field y (µT)"	"Magnetic field z (µT)"
1.862935830E0	-1.481999969E1	-3.239999771E1	-2.093999863E1
1.870925061E0	-1.434000015E1	-3.245999908E1	-2.087999916E1
1.878894730E0	-1.439999962E1	-3.275999832E1	-2.069999886E1
1.887083807E0	-1.446000004E1	-3.270000076E1	-2.093999863E1
1.895213830E0	-1.403999996E1	-3.227999878E1	-2.105999947E1
1.903223768E0	-1.505999947E1	-3.209999847E1	-2.171999931E1
1.911315907E0	-1.505999947E1	-3.155999947E1	-2.189999962E1
1.919402945E0	-1.542000008E1	-3.161999893E1	-2.213999939E1
1.927490676E0	-1.547999954E1	-3.137999916E1	-2.226000023E1
1.935451884E0	-1.511999989E1	-3.089999962E1	-2.207999992E1
1.943596922E0	-1.523999977E1	-3.065999985E1	-2.207999992E1
1.951595114E0	-1.488000011E1	-3.053999901E1	-2.219999886E1
1.959623576E0	-1.493999958E1	-3.077999878E1	-2.213999939E1
1.967817461E0	-1.451999950E1	-3.053999901E1	-2.195999908E1
1.975803691E0	-1.469999981E1	-3.077999878E1	-2.153999901E1
1.983920730E0	-1.493999958E1	-3.047999954E1	-2.135999870E1
1.991949384E0	-1.517999935E1	-3.047999954E1	-2.111999893E1
1.999984422E0	-1.607999992E1	-3.042000008E1	-2.118000031E1
2.008168268E0	-1.619999886E1	-3.047999954E1	-2.184000015E1
2.016230691E0	-1.631999969E1	-3.047999954E1	-2.184000015E1
2.024367307E0	-1.619999886E1	-3.023999977E1	-2.213999939E1
2.032374499E0	-1.613999939E1	-3.011999893E1	-2.207999992E1
2.040420153E0	-1.637999916E1	-3.035999870E1	-2.195999908E1
2.048608099E0	-1.673999977E1	-3.011999893E1	-2.207999992E1
2.056684345E0	-1.703999901E1	-2.993999863E1	-2.195999908E1
2.064809060E0	-1.745999908E1	-3.035999870E1	-2.195999908E1
2.072715076E0	-1.703999901E1	-2.939999962E1	-2.153999901E1
2.080803307E0	-1.685999870E1	-2.957999992E1	-2.165999985E1
2.088994022E0	-1.661999893E1	-2.981999969E1	-2.153999901E1
2.097019422E0	-1.542000008E1	-2.963999939E1	-2.153999901E1
2.105076653E0	-1.488000011E1	-2.963999939E1	-2.177999878E1
2.113061268E0	-1.451999950E1	-2.987999916E1	-2.171999931E1
2.121178191E0	-1.446000004E1	-3.011999893E1	-2.202000046E1
2.129379560E0	-1.475999928E1	-3.029999924E1	-2.219999886E1
2.137414653E0	-1.529999924E1	-3.077999878E1	-2.243999863E1
2.145565022E0	-1.535999966E1	-3.053999901E1	-2.219999886E1
2.153581483E0	-1.553999996E1	-3.042000008E1	-2.189999962E1
2.161668906E0	-1.565999985E1	-3.029999924E1	-2.177999878E1
2.169757445E0	-1.529999924E1	-3.035999870E1	-2.184000015E1
2.177701422E0	-1.571999931E1	-3.084000015E1	-2.213999939E1
2.185827499E0	-1.511999989E1	-3.035999870E1	-2.213999939E1
2.193851922E0	-1.505999947E1	-3.035999870E1	-2.268000031E1
2.201982883E0	-1.493999958E1	-3.005999947E1	-2.268000031E1
2.210102883E0	-1.421999931E1	-2.927999878E1	-2.285999870E1
2.218158114E0	-1.434000015E1	-2.909999847E1	-2.357999992E1
2.226183537E0	-1.457999992E1	-2.885999870E1	-2.334000015E1
2.234215422E0	-1.517999935E1	-2.873999977E1	-2.363999939E1
2.242225499E0	-1.619999886E1	-2.879999924E1	-2.357999992E1
2.250470114E0	-1.692000008E1	-2.892000008E1	-2.321999931E1
2.258460883E0	-1.769999886E1	-2.915999985E1	-2.351999855E1
2.266660114E0	-1.787999916E1	-2.903999901E1	-2.315999985E1
2.274579845E0	-1.781999969E1	-2.939999962E1	-2.303999901E1
2.282617614E0	-1.800000000E1	-2.934000015E1	-2.285999870E1
2.290886829E0	-1.794000053E1	-2.927999878E1	-2.303999901E1
2.298827191E0	-1.800000000E1	-2.945999908E1	-2.285999870E1
2.306909883E0	-1.776000023E1	-2.897999954E1	-2.285999870E1
2.315061883E0	-1.787999916E1	-2.909999847E1	-2.351999855E1
2.323182021E0	-1.745999908E1	-2.855999947E1	-2.321999931E1
2.331248306E0	-1.757999992E1	-2.843999863E1	-2.363999939E1
2.339227076E0	-1.787999916E1	-2.837999916E1	-2.321999931E1
2.347339114E0	-1.823999977E1	-2.861999893E1	-2.297999954E1
2.355374883E0	-1.860000038E1	-2.885999870E1	-2.255999947E1
2.363495153E0	-1.877999878E1	-2.861999893E1	-2.268000031E1
2.371643806E0	-1.877999878E1	-2.855999947E1	-2.363999939E1
2.379591768E0	-1.842000008E1	-2.777999878E1	-2.339999962E1
2.387760268E0	-1.871999931E1	-2.753999901E1	-2.357999992E1
2.395854713E0	-1.877999878E1	-2.729999924E1	-2.327999878E1
2.403943905E0	-1.902000046E1	-2.735999870E1	-2.255999947E1
2.412033136E0	-1.907999992E1	-2.759999847E1	-2.255999947E1
2.420042576E0	-1.860000038E1	-2.742000008E1	-2.292000008E1
2.428038306E0	-1.865999985E1	-2.759999847E1	-2.297999954E1
2.436108191E0	-1.871999931E1	-2.753999901E1	-2.285999870E1
2.444150883E0	-1.884000015E1	-2.807999992E1	-2.297999954E1
2.452378499E0	-1.907999992E1	-2.826000023E1	-2.255999947E1
2.460482191E0	-1.877999878E1	-2.826000023E1	-2.237999916E1
2.468463768E0	-1.829999924E1	-2.813999939E1	-2.303999901E1
2.476438883E0	-1.805999947E1	-2.789999962E1	-2.255999947E1
2.484555037E0	-1.769999886E1	-2.801999855E1	-2.279999924E1
2.492773213E0	-1.734000015E1	-2.819999886E1	-2.292000008E1
2.500742729E0	-1.776000023E1	-2.892000008E1	-2.250000000E1
2.508888345E0	-1.781999969E1	-2.868000031E1	-2.243999863E1
2.516976136E0	-1.794000053E1	-2.909999847E1	-2.219999886E1
2.524898076E0	-1.829999924E1	-2.915999985E1	-2.231999969E1
