"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"
6.782421150E-1	9.524134636E0	-1.335964561E0	4.369418144E0
6.810054690E-1	9.406818390E0	-1.280897856E0	4.400542736E0
6.826232690E-1	9.378087997E0	-1.132457376E0	4.299986362E0
6.850477770E-1	9.385271072E0	-9.145850539E-1	4.007893562E0
6.862862300E-1	9.512163162E0	-7.182605267E-1	3.897760391E0
6.891027000E-1	9.579200745E0	-4.237737060E-1	3.426102638E0
6.907551920E-1	9.691728592E0	-2.633621991E-1	3.289633036E0
6.931591540E-1	9.770736694E0	-6.464344263E-2	2.861071110E0
6.944166920E-1	1.004367638E1	9.576806426E-2	2.602497339E0
6.972190460E-1	1.034055710E1	2.346317619E-1	2.346317768E0
6.987552300E-1	1.073320580E1	4.548983276E-1	1.922544003E0
7.012737770E-1	1.125993061E1	4.501099288E-1	1.924938202E0
7.025189230E-1	1.154962921E1	4.405331016E-1	1.508347034E0
7.053294300E-1	1.173877048E1	4.884171486E-1	9.816226959E-1
7.070236530E-1	1.197340298E1	3.591302633E-1	8.212111592E-1
7.094058530E-1	1.185129833E1	2.059013397E-1	2.035071403E-1
7.106468070E-1	1.145625496E1	-2.059013397E-1	-2.705447972E-1
7.134616230E-1	1.131020927E1	-5.530605912E-1	-5.506663918E-1
7.152006920E-1	1.181059742E1	3.112462163E-2	-1.424550056E0
7.175239690E-1	1.213620853E1	2.873041928E-1	-1.546654344E0
7.187923070E-1	1.290714169E1	5.410895944E-1	-1.434126854E0
7.215802380E-1	1.355357552E1	5.626373887E-1	-1.379060149E0
7.234890770E-1	1.390073490E1	9.528923035E-1	-1.735796213E0
7.256106990E-1	1.397734928E1	1.163581967E0	-1.728613615E0
7.269878840E-1	1.412818432E1	1.522712231E0	-1.534683347E0
7.296663530E-1	1.418803883E1	1.611297727E0	-1.103726983E0
7.314608840E-1	1.374032402E1	1.218648672E0	-3.519476354E-1
7.336061920E-1	1.345301914E1	9.816226959E-1	-5.506663769E-2
7.349933070E-1	1.281616211E1	4.860229492E-1	6.991068721E-1
7.377991610E-1	1.202607536E1	-2.633621991E-1	2.461239338E0
7.398747300E-1	1.168130970E1	-8.068459630E-1	3.821146011E0
7.419412380E-1	1.146583176E1	-1.331176162E0	5.128379822E0
7.434393840E-1	1.139879417E1	-1.781286120E0	6.208165169E0
7.460320840E-1	1.148977375E1	-2.118868589E0	6.950367451E0
7.476713070E-1	1.162624359E1	-2.336740971E0	7.410054207E0
7.500931990E-1	1.171004009E1	-2.499546528E0	7.821856976E0
7.513639610E-1	1.169088650E1	-2.698265314E0	8.317456245E0
7.541494690E-1	1.160709000E1	-2.908955097E0	8.695740700E0
7.557559610E-1	1.149456215E1	-3.081337690E0	8.707711220E0
7.582272760E-1	1.140837097E1	-3.244143248E0	8.350975990E0
7.596684610E-1	1.141315937E1	-3.409343243E0	7.781155586E0
7.622835070E-1	1.158554173E1	-3.584120035E0	7.115567684E0
7.639068840E-1	1.188002872E1	-3.766079187E0	6.368576527E0
7.663134300E-1	1.217451572E1	-3.881000996E0	5.638344765E0
7.675637690E-1	1.233253288E1	-3.926490784E0	5.044582844E0
7.703699300E-1	1.227267838E1	-3.881000996E0	4.580107689E0
7.723426920E-1	1.201410389E1	-3.768473387E0	4.242525578E0
7.743378070E-1	1.170525169E1	-3.593696833E0	4.029441357E0
7.756579230E-1	1.143949604E1	-3.409343243E0	3.924096584E0
7.784907760E-1	1.121683502E1	-3.224989653E0	3.933673382E0
7.801347690E-1	1.100375080E1	-2.966415882E0	4.134786129E0
7.825209300E-1	1.101572227E1	-2.853888512E0	4.211400986E0
