"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"
2.288973578E0	1.160437346E0	2.880163193E-1	3.297271729E-1
2.297103463E0	1.073345900E0	4.776210785E-1	2.984238863E-1
2.305219809E0	5.791726112E-1	3.394927979E-1	1.957825422E-1
2.313305232E0	1.072332859E-1	1.883506775E-1	-3.504037857E-2
2.321436270E0	-5.849838257E-3	2.803039551E-2	-1.399470568E-1
2.329544501E0	1.969845295E-1	-1.168880463E-1	-2.430379391E-2
2.337662578E0	4.780483246E-1	-2.434644699E-1	1.246912479E-1
2.345796770E0	3.500287533E-1	-2.190389633E-1	1.946847439E-1
2.353882270E0	-8.286643028E-2	-2.132501602E-1	1.413702965E-3
2.362000693E0	-1.940636635E-1	-1.247739792E-1	-1.262034178E-1
2.370217616E0	4.560637474E-2	-1.839847565E-1	4.286050797E-3
2.378336039E0	5.470492840E-1	-1.921510696E-1	1.599555016E-1
2.386455578E0	7.460494041E-1	-8.135318756E-2	2.521487474E-1
2.394555616E0	6.468749046E-1	5.567646027E-2	2.171930075E-1
2.402673462E0	4.324386120E-1	1.873674393E-1	1.850848198E-1
2.410770039E0	5.685729980E-1	2.288761139E-1	1.458930969E-1
2.418901770E0	6.666443348E-1	2.043256760E-1	7.659721375E-2
2.427020924E0	5.423307419E-1	1.136331558E-1	-5.095982552E-2
2.435105270E0	3.259730339E-1	-2.203941345E-3	-1.918178797E-1
2.443235654E0	1.952025890E-1	-2.001180649E-1	-3.011229634E-1
2.451445270E0	3.910951614E-1	-3.593635559E-1	-3.581612110E-1
2.459561077E0	4.971134663E-1	-5.372037888E-1	-2.326015234E-1
2.467691808E0	2.646126747E-1	-4.026994705E-1	-2.146724463E-1
2.475775154E0	8.159089088E-2	-3.287649155E-1	-1.925911903E-1
2.483889693E0	-4.404544830E-3	-2.467937469E-1	-1.088467240E-1
2.491987347E0	-1.021630764E-1	-2.498636246E-1	2.064728737E-2
2.500103423E0	-1.436769962E-1	2.384595871E-1	-9.699112177E-2
2.508185923E0	-4.672534466E-1	6.922149658E-2	-3.440924287E-1
2.516284500E0	-6.405971050E-1	1.501178741E-2	-3.566871285E-1
2.524400346E0	-3.093402386E-1	2.778778076E-1	-2.232549191E-1
2.540730462E0	-9.819386005E-1	7.658386230E-1	-4.439626038E-1
2.548845654E0	-1.185549021E0	6.476249695E-1	-3.327655792E-1
2.556929500E0	-1.271648645E0	3.827114105E-1	-2.115170360E-1
2.565061039E0	-1.159842491E0	9.922695160E-2	-2.143928409E-1
2.573161885E0	-6.578226089E-1	-9.808254242E-2	-3.202970028E-1
2.581277615E0	-1.674985886E-1	-1.585035324E-1	-4.496884644E-1
2.589412539E0	1.285343170E-1	-1.514921188E-1	-4.522265494E-1
2.597494846E0	4.240491390E-1	2.445411682E-2	-2.475201488E-1
2.605609615E0	7.240681648E-1	4.306974411E-1	-4.805868864E-2
2.613708346E0	6.047191620E-1	5.877981186E-1	-8.651047945E-2
2.621826692E0	4.233646393E-1	4.953346252E-1	-2.381814718E-1
2.629944346E0	2.179837227E-2	1.153125763E-1	-1.824477911E-1
2.638044538E0	-5.357975960E-1	-3.185567856E-1	-7.557582855E-2
2.646162654E0	-1.254534245E0	-5.929126740E-1	-3.508669138E-2
2.654252884E0	-1.349911928E0	-7.128334045E-1	-4.160135984E-2
2.662387192E0	-9.313874245E-1	-6.392765045E-1	-6.599634886E-2
2.670503615E0	-1.852595806E-1	-4.401779175E-1	-4.992753267E-2
2.678587538E0	4.145028591E-1	-1.764822006E-1	4.816985130E-2
2.686718423E0	2.175247669E-1	4.182147980E-2	9.281527996E-2
2.694926192E0	-4.440426826E-2	2.172679901E-1	2.610579729E-1
2.703043461E0	1.968269348E-1	3.813028336E-1	4.610381126E-1
2.711175384E0	3.117697239E-1	6.781234741E-1	5.705920458E-1
2.719260461E0	5.538694859E-1	1.201956749E0	9.979987144E-2
2.727378346E0	-5.499553680E-2	9.590368271E-1	-9.273844957E-2
2.735477500E0	-9.180421829E-1	2.746877670E-1	-1.296663880E-1
2.743596307E0	-1.166300058E0	-4.328985214E-1	-6.463742256E-2
2.751719076E0	-6.451666355E-1	-7.996454239E-1	-7.139772177E-2
2.759819115E0	-5.906271935E-2	-6.879873276E-1	-2.310638428E-1
2.767935807E0	-2.683711052E-2	-6.110897064E-1	-2.395217419E-1
2.776137653E0	6.728053093E-2	-5.568466187E-1	1.629743576E-1
2.784271538E0	5.361647606E-1	-3.036098480E-1	4.581795931E-1
2.792388115E0	9.154376984E-1	-1.757106781E-1	4.390444160E-1
2.800474230E0	8.873691559E-1	2.775192261E-2	1.601039171E-1
2.816685768E0	-2.257411480E-1	-4.882173538E-1	5.242073536E-2
2.824800768E0	-2.767460346E-1	-7.286577225E-1	1.248887777E-1
2.832931884E0	-1.307420731E-1	-7.487869263E-1	1.358901262E-1
2.841015230E0	-3.802855015E-1	-5.945234299E-1	2.080384493E-1
2.849131268E0	-2.033886909E-1	-4.430971146E-1	3.775867224E-1
2.857345422E0	2.893171310E-1	-5.505313873E-1	3.269160986E-1
2.865461537E0	6.399059296E-1	-7.699337006E-1	-1.944923401E-2
2.873578114E0	7.671823502E-1	-5.322113037E-1	-2.109224796E-1
2.881676384E0	1.836435795E-1	-3.255672455E-1	-3.513999879E-1
2.889793460E0	9.670605659E-1	7.312393188E-2	-4.501098394E-1
2.897887614E0	9.215755463E-1	5.438203812E-1	-2.555406094E-1
2.906020422E0	4.615933895E-1	7.062187195E-1	-5.659210682E-2
2.914142576E0	2.808268070E-1	6.240940094E-1	6.404358149E-2
2.922228383E0	-1.187763214E-1	6.891164780E-1	3.981547952E-1
2.930360653E0	-3.439354897E-1	3.986082077E-1	8.498448133E-2
2.938572691E0	-5.664591789E-1	2.785472870E-1	-3.856712580E-2
2.946690999E0	-6.408629417E-1	1.479501724E-1	-1.474395990E-1
2.954822999E0	-5.417180061E-1	-9.826660156E-2	-2.410423458E-1
2.962908691E0	-2.304687500E-1	-1.949558258E-1	-2.780089676E-1
2.970994383E0	2.398889065E-1	-5.627651215E-1	-2.282406688E-1
2.979098306E0	8.312129974E-1	5.660629272E-2	9.489679337E-2
2.987214614E0	5.051963329E-1	2.418155670E-1	1.328168511E-1
2.995330922E0	3.474154472E-1	5.727872849E-1	1.550149918E-2
3.003428729E0	1.321848154E0	1.436862946E0	-2.203663588E-1
3.011546345E0	2.202464104E0	3.169887543E0	-1.064858675E0
3.019765460E0	1.045376062E0	4.480650902E0	-1.438502669E0
3.027897421E0	-1.595672131E0	4.574884415E0	-1.141229868E0
3.036014768E0	-3.568984985E0	2.793995857E0	-5.036224127E-1
3.044101460E0	-2.006006718E0	8.122358322E-1	-6.461739540E-4
3.052233498E0	-1.653556824E-1	-5.317621231E-1	2.333654165E-1
3.060368537E0	1.212354422E0	-6.582059860E-1	2.550998330E-1
3.068486229E0	-2.133486271E-1	-1.031085014E0	5.360659957E-1
3.076617652E0	-1.801761627E0	-1.347249985E0	5.788138509E-1
3.084701960E0	-1.830203772E0	-1.678619385E0	5.004020929E-1
3.092817921E0	-6.691586971E-1	-1.869860649E0	3.088493943E-1
3.101018383E0	3.851208687E-1	-2.088261604E0	1.699805260E-3
3.109136537E0	4.326257706E-1	-2.379279137E0	-3.344400525E-1
3.117254767E0	4.053039551E-1	-2.301602364E0	-6.447023749E-1
3.133467421E0	3.960936069E-1	-1.691137791E0	-6.651393175E-1
3.141573152E0	5.059335232E-1	-1.216515541E0	-4.086642861E-1
3.149705075E0	2.978355885E-1	-9.553422928E-1	-9.427642822E-2
3.157823036E0	1.364185810E-1	-8.187379837E-1	1.348701715E-1
3.165907498E0	1.559019089E-3	-7.610569000E-1	2.710049748E-1
3.174039882E0	-1.594748497E-1	-7.709617615E-1	2.794219851E-1
